"","GSM8393322","GSM8393323","GSM8393324","GSM8393325","GSM8393326","GSM8393327","GSM8393328","GSM8393329","GSM8393330","GSM8393331"
"ACTG1P14",0.109592,0.0652068,0.107579,0.158911,0.120012,0.0599279,0.105563,0.0595772,0.0614203,0.0489028
"ACTG1P15",0.175739,0.139472,0.0517778,0.0566702,0.0641644,0,0,0,0,0.104601
"ACTG1P16",0,0,0,0.0554106,0,0,0,0,0,0
"ACTG1P17",0.1553782,0.331546,0.26966,0.0377934,0.1805853,0.24957018,0.105322,0,0.123239,0.1170079
"ACTG1P18",0,0,0,0,0,0,0,0,0,0
"ACTG1P19",0.110324,0,0,0.0533233,0,0.0603261,0,0.0599727,0,0
"ACTG1P2",0.376799,0.552338,0.485086,0.385063,0.557424,0.626634,0.720407,0.385936,0.275455,0.382714
"ACTG1P20",1.31966,0.682605,0.333593,0.563195,1.66672,1.26531,1.08011,0.2058,1.30336,0.342379
"ACTG1P21",0.0632181,0,0,0,0,0,0.0608804,0.0687824,0,0
"ACTG1P22",0,0.133773,0.049676,0,0,0.122957,0,0,0,0.0501636
"ACTG1P23",0,0,0.0777664,0.068644,0,0.0632916,0.111403,0,0.0648696,0
"ACTG1P24",0.224429,0.446133,0.198398,0.145303,0.164081,0.493068,0.576132,0,0.0842888,0.468527
"ACTG1P25",0.303435,0.22679,0.126611,0.352458,0.233515,0.0258846,0.251864,0.219399,0.18469,0.359167
"ACTG1P3",0.165817,0.065775,0.195421,0.106862,0.0605293,0.120906,0.159712,0.060096,0,0.0986608
"ACTG1P4",0.0718362,0.279193,0,0,0,0,0,0,0,0
"ACTG1P9",0.104975,0.125456,0.184204,0.21153,0.160684,0.129299,0.118371,0.227789,0.0290188,0.298694
"ACTG2",0.133056,0,0.143342,0.0564831,0.198248,0.181967,0.163073,0,0,0.0479537
"ACTL11P",0,0.0792418,0.0118181,0.0512887,0,0,0,0.0291772,0.0297907,0.0237682
"ACTL6A",49.038703,48.095300106694,52.081941,44.9896,44.82527,40.45346,43.3027000010292,42.4972,44.5246,49.052665
"ACTL6B",0,0,0,0,0,0,0,0,0,0
"ACTL7A",0,0,0,0.0750317,0,0.0424533,0,0,0,0
"ACTL7B",0.023088,0.0273701,0,0,0,0,0,0,0.0256713,0
"ACTL8",0.205637,0.122051,0.2726143,0.263742,0.262326,0.367169,0.165151,0.199761,0.267517,0.183017
"ACTL9",0,0,0,0,0,0,0,0,0,0
"ACTMAP",13.852794,15.67677,16.03913,14.659067,16.8131,14.384319,15.22862,15.3544,14.688154,15.65104
"ACTN1",176.757167,182.53953,179.24827,185.113008,183.20101,199.197141,201.603588,204.30797279,185.92921303918,198.177213
"ACTN2",0,0,0,0,0,0,0,0,0,0
"ACTN3",0.0562532,0.0888657,0.0828422,0,0.0819116,0,0.0504242,0,0.0580629,0
"ACTN4",306.66525,307.82798,305.10337,322.93871,309.20864,363.902867,366.18916,369.30606,368.93885168628,363.62942
"ACTN4P1",0.0406119,0.0964416,0,0.0782494,0.0444604,0,0.0391459,0.132259,0,0.0361429
"ACTN4P2",0,0,0,0,0,0,0,0,0,0
"ACTP1",0,0,0,0,0,0,0,0,0,0
"ACTR10",1.95234,2.50417,3.15207,2.19982,1.82292,2.35874,2.36664,2.51971,2.38934,2.02758
"ACTR1A",80.36062,79.567628,80.1443,75.130596,79.037783,79.79922,75.978104,78.92259,77.205806,81.777713
"ACTR1AP1",0.0545487,0,0,0,0,0,0,0,0,0
"ACTR1B",34.9223,34.0014,34.9616,36.3432,35.764,33.3854,32.6735,32.0468,37.6108,34.1724
"ACTR2",198.5993,178.7122,191.6718,183.3157,170.19518,185.5776,186.5969,174.84929,184.21617,194.0315
"ACTR2P1",0,0,0,0.0506565,0,0.0572822,0,0,0,0
"ACTR2P2",0,0.0628123,0.141007,0.0507777,0,0.0577774,0.0510854,0.0569785,0.115952,0
"ACTR3",156.473,139.4278,156.57612,149.199236,137.46252,147.6203,151.735135,144.16367,149.02088,152.4303
"ACTR3B",10.12697,10.34363,10.26105,11.10791,10.31868,9.716561,7.98324,9.83467,10.04377,9.95418
"ACTR3BP1",0,0,0,0,0,0,0,0,0,0
"ACTR3BP2",0,0,0,0,0,0,0,0,0,0
"ACTR3BP3",0,0,0,0,0,0,0,0,0,0
"ACTR3BP4",0,0,0,0,0,0,0,0,0,0
"ACTR3BP5",0,0,0,0,0,0,0,0,0,0
"ACTR3BP6",0,0,0,0,0,0,0,0,0,0
"ACTR3BP7",0,0,0,0,0,0,0,0,0,0
"ACTR3C",0,0,0,0,0,0,0.0584566,0,0,0.416941
"ACTR3P2",0,0,0,0.0461347,0,0,0,0.0519077,0,0
"ACTR3P3",0,0,0,0,0,0,0,0,0,0
"ACTR5",9.27953,8.83937,8.84437,9.33069,9.48146,9.74697,9.31793,10.0128,10.3134,9.53948
"ACTR6",12.53628,11.88942,10.758527,11.33605,8.94639,11.21672,9.60298,9.717553,9.37539,9.93453
"ACTR6P1",0,0,0,0,0,0,0,0,0,0
"ACTR8",9.18549,10.86494,10.49628,10.29222,9.27669,10.63798,11.26488,10.71863,12.29503,11.64404
"ACTRT1",0,0,0,0,0,0,0,0,0,0
"ACTRT1P1",0,0,0,0,0,0,0,0,0,0
"ACTRT2",0,0,0,0,0,0,0,0,0,0
"ACTRT3",2.05496,1.50427,2.27021,2.40499,2.20952,3.09451,3.92791,3.30812,2.7879,2.77386
"ACVR1",13.229646,11.552868,12.711609,14.592621,12.300706,11.91973,13.164998,13.39024,13.423217970318,13.0156500003949
"ACVR1B",21.640367,23.628239,22.941536,22.297239,22.485875,19.642414,20.533364,20.089942,19.909271,19.400668
"ACVR1C",0.09432593,0,0.00512596,0.0166285,0.0189895,0.0422217,0,0.034456,0.0321091,0.0847599
"ACVR2A",2.2388951,2.22911,2.677928,1.898889,2.327186,3.01541,2.776612,2.372911,2.589611,2.750769
"ACVR2B",1.63673,1.79372,1.41108,1.56526,1.62734,1.52591,1.63576,1.4415,1.43098,1.48638
"ACVRL1",1.22029,0.7302,0.621703,0.420663,0.2735537,0.4268933,0.621803,0.268266,0.626374,0.652326
"ACY1",16.81639,18.725345,19.822305,16.517526,19.428823,19.147408352,15.325283,17.925689,19.690506,20.14901
"ACY3",0.603015,0.921301,0.837532,0.830377,1.08394,0.704708,1.355459,1.58178,1.54041,1.18977
"ACYP1",31.549496,35.158608,40.87446,33.83136,44.251302,30.39906,34.80844,32.78188,36.098492,29.83623
"ACYP2",12.590309,12.50205,12.217847,12.565238,11.192769,12.021796,10.182284,11.645427,10.336756,13.99054
"ADA",27.5555741,24.542708,27.00771,29.432116,31.6577062,23.39671,25.344405,23.815438,23.97259,24.989545
"ADA2",0.1308041,0.0615416,0,0.0508071,0.115227,0.0970581431,0.2212816,0.2411916,0.359106369938,0.206929
"ADAD1",0,0,0,0,0,0,0,0,0,0
"ADAD1P1",0.0604162,0.0724269,0.0265765,0.115419,0.0328638,0,0,0.0648772,0.100096,0
"ADAD1P2",0,0,0,0,0,0,0,0,0,0
"ADAD2",0,0,0,0,0,0,0,0,0,0
"ADAM10",47.272491,41.736433,44.784238,44.797051,43.565187,46.640175,41.92837,32.613158,43.114133,46.415738
"ADAM11",1.97924,1.49318,1.98481,1.08871,2.550691,2.565014,2.391092,2.29091,2.07399,2.399845
"ADAM12",2.433892,2.728517,2.129265,2.48151,2.401534,2.601332,2.7266257,2.11231,2.122152,2.36956
"ADAM15",35.462217,33.660984685,36.1444114201,36.661948218,37.9655681739266,34.5371078409656,35.00692615279,32.81712315,33.850828,33.030275
"ADAM17",30.0375,20.7276,24.4425,19.7824,26.7804,26.0103,21.7704,23.7889,27.5319,24.6701
"ADAM18",0,0,0,0,0,0,0,0,0,0
"ADAM19",4.81247,4.77062,5.09305,4.5732,4.20504,5.06484,4.90727,5.64337,4.65168,5.26481
"ADAM1A",0,0,0,0,0,0,0,0,0,0
"ADAM1B",0.251722,0.0663463,0.0988184,0.188032,0,0.0608028,0.136049,0.303509,0.133502,0
"ADAM2",0,0,0,0,0,0,0,0,0,0
"ADAM20",0,0.02299238,0.01714692,0.03719909,0,0,0.01870754,0,0.02155482,0
"ADAM20P1",0,0.0280565,0.0962625,0.0169976,0.0193735,0.0771024,0.0456271,0,0,0
"ADAM20P2",0,0,0,0,0,0,0,0,0,0
"ADAM20P3",0,0,0.0233364,0,0,0,0,0,0,0
"ADAM21",0.0818417,0.193981,0.0542432,0.0392342,0,0.0444088,0.0789025,0.110889,0.113672,0.218117
"ADAM21P1",0,0.0322881,0,0,0,0,0,0.0295259,0,0
"ADAM22",0.8191431,0.506980276341,0.50524719,0.502501,0.995055,0.7199567,0.9425845558,0.7187364,0.5445968,1.0370121
"ADAM23",15.96556,14.59204,15.13227,12.9289,15.09163,16.0669,15.07271,14.8888,16.48661,16.63127
"ADAM24P",0,0,0,0,0,0,0,0,0,0
"ADAM28",0.0168958,0,0.087171,0.0391778,0.0242781,0.0396434,0.0535237,0.0345536,0.0594328,0.0237403
"ADAM29",0,0,0,0,0,0,0,0,0,0
"ADAM30",0,0,0,0,0,0,0,0,0,0
"ADAM32",0,0.101415,0.0658088,0,0,0,0.05213242342,0,0,0
"ADAM33",0,0,0,0,0,0,0,0,0,0
"ADAM3A",0,0,0.248394,0,0,0,0,0.31117,0,0
"ADAM3B",0,0,0,0,0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0,0,0
"ADAM7",0,0,0,0,0,0,0,0,0,0
"ADAM8",1.76006,1.5971153,1.470861,1.855699,1.7514492,1.833867,1.9724957,1.576148,1.964637,1.584569
"ADAM9",126.41469,124.74227,125.5582693,121.9023819,122.60157,127.89831,129.3910075,126.0279177,128.11369,133.3619422
"ADAMDEC1",0,0,0,0,0,0,0,0,0,0
"ADAMTS1",0.0248931,0.0357901,0.0445321,0,0.0303917,0.0227439,0,2.943269996e-05,0.021206,0
"ADAMTS10",8.81993,8.20359,7.7447,10.40722,9.44341,7.29048,7.75525,8.28488,8.48278,7.22533
"ADAMTS12",2.236878,2.8807,2.243349,3.219058856,1.661319,1.3722561,2.107101,2.56016,1.892341,2.33244
"ADAMTS13",0.725422,0.710709,0.7869271,1.1731137,0.875495,1.200393,0.6487878,0.819193,0.734301,0.9017001
"ADAMTS14",0.0297239,0.0221904,0.0331353,0.0758079,0,0.107273,0.0668832,0.0406058,0,0.0087896
"ADAMTS15",2.48662,2.76917,2.30268,2.33393,2.38346,1.70845,2.10601,2.20576,2.02308,2.0755
"ADAMTS16",0.277674,0.236925,0.249498,0.408436,0.1813738,0.1217033,0.395196,0.2664636,0.1567695,0.1741493
"ADAMTS17",0.0230718,0,0.0292197,0,0.00903709,0,0.00790826,0,0,0
"ADAMTS18",0.00891481,0,0.0236324,0,0,0.00964984,0.00859721,0.0096531,0.00987651,0.06326
"ADAMTS19",0,0,0,0,0,0,0,0.0108757,0,0
"ADAMTS2",0.1404368,0.0973558,0.07563346,0.05266767,0.136761,0.0691889,0.0942897,0.06422746,0.121808,0.0821592
"ADAMTS20",0,0,0,0,0,0,0,0,0,0
"ADAMTS3",0,0.0294944,0,0,0,0.00899172,0,0,0.0206153,0.00736861
"ADAMTS4",0.123929,0.109308,0.0954935,0.14668,0.0650655,0.106624,0.122723,0.0967871,0.120814,0.109805
"ADAMTS5",0,0,0,0,0,0,0,0,0,0
"ADAMTS6",0,0,0,0.0104797,0,0,0,0,0,0
"ADAMTS7",2.51642,2.90179,2.77967,3.13666,2.79778,2.5753,2.83904,3.22591,2.94972,2.99568
"ADAMTS7P1",0,0,0,0,0,0.00592163,7.02815e-05,0.00594379,0,0.00497197
"ADAMTS7P3",0.0153206,0.0365318,0.054876,0.112305,0.0453571,0.0515892,0,0.016019,0,0
"ADAMTS7P4",0,0.017658,0,0,0,0,0,0,0,0
"ADAMTS7P5",0.036098,0,0,0,0,0,0,0.0391826,0,0
"ADAMTS8",0.121579,0.172131,0.16841,0.112292,0.198504,0.174778,0.0351115,0.190586,0.120707,0.286294
"ADAMTS9",3.067429,3.2210837,3.540039,3.1500388,3.132836,4.4084226,5.025441,5.044887,5.036902,5.54077
"ADAMTSL1",0,0.0969549,0.1224001,0,0.0758946,0,0.0358287,0.17702,0,0
"ADAMTSL2",0,0.0153843,0,0.0124588,0,0.0589654,0,0.0160916,0,0.0115297
"ADAMTSL3",0,0,0,0,0,0,0,0.00814618,0.0168586,0
"ADAMTSL4",1.204590174175,1.25538,1.7053987,1.709464,1.441587,1.459031002278,1.880575,1.785495,1.736721,1.778954
"ADAMTSL5",0.700607,0.73243,1.09475,0.977629,0.891478,0.794802,0.942186,0.556602,0.492838,0.83186
"ADAP1",1.859652,2.399774,2.33467,1.868364,2.848937,2.84106,2.597096,3.399820407,4.033333,3.897655
"ADAP2",2.13878,3.09954,2.748108,2.63976,2.495704,3.2607,2.868742,3.00106,2.774111,2.97416
"ADAR",53.1121757,53.104339003,51.69630796,55.162385631,51.234261276,63.09384868,50.8276628,60.83161915587,48.761645186,50.576787
"ADARB1",2.983385,2.46038958123,2.55705000154243,3.3334287,2.4167752,2.7365088,3.13411202678,2.352472,2.16407830517,2.10201241
"ADARB2",0.00606631,0,0.0268055,0.0289856,0.0132387,0.00660953,0.011702,0.0263509,0.00671747,0.0108195
"ADAT1",14.15886,14.69892,13.46445,12.03739,15.54868,11.83077,11.78532,13.08707,11.21345,12.48273
"ADAT2",1.185585,1.241466,1.182011,1.348047,1.016206,1.202121,1.442116,1.045607,1.305958,1.450977
"ADAT3",3.99145,3.42136,3.75474,4.53007,4.03517,4.98414,4.82507,4.7526,4.35679,5.27633
"ADCK1",3.977639,4.127786,4.665719,3.833862,4.769429,4.833826,4.282104,4.168234,4.655499,4.05271
"ADCK2",17.4046,16.7398,16.472692,17.88101,18.2529000049331,19.6048,18.0085,17.79124,17.257267,17.833618
"ADCK5",2.95505,2.60058,3.05448,3.78505,3.77966,2.87124,2.99381,2.99716,2.42503,2.6459
"ADCY1",2.044555,2.653423,2.133694,1.734023,1.967579,2.206945,1.702014,1.520461,1.674918,1.917756
"ADCY10",0.0136332,0.0135056,0.00931252,0.0302422,0,0.0228236,0.0508143,0.110187,0.343548,0.1947172
"ADCY10P1",0.2741845,0.3201975,0.1676348,0.3059031,0.2115617,0.2352729,0.341969,0.3732669,0.312898,0.383358
"ADCY2",0.00787649,0.018651,0.00701401,0.0150686,0.0268628,0.00858811,0.0304503,0.0432691,0.00872971,0.00712187
"ADCY3",35.6486,32.8754,34.3038,33.7382,34.8106,32.0705,30.5436,34.2372,28.9597,33.4358
"ADCY4",0,0,0,0,0,0,0,0,0,0
"ADCY5",1.05274800015088,1.7711682,1.320875,1.167895,0.9709948,1.495999,1.641037,2.083445,1.563952,1.6495952927
"ADCY6",12.60594,12.278436,12.96309,12.853823093,13.69177,12.105074,12.5270519,11.505689,12.107911,11.45211772
"ADCY7",11.45724338409,11.68323130302,10.43107695943,11.846160652156,11.253690526253,7.960596174937,10.7881958399,8.95122508523,9.1770717809,8.77926127506
"ADCY8",0,0,0,0,0,0,0,0,0.0176362,0
"ADCY9",4.77863,4.92389,4.82934,4.92591,4.67237,4.98421,4.82511,5.09137,4.79655,4.90744
"ADCYAP1",0,0,0,0,0,0,0,0,0,0
"ADCYAP1R1",0.0159735,0.0283773,0.00706171,0,0,0.0172869,0.00770346,0.1149794,0,0.03360017
"ADD1",39.9475987,40.150584,39.472521,40.0796423,39.247743,46.086021,47.706827,46.944611,43.331164,41.8373445
"ADD2",32.261386,33.97272,30.812904,32.689021,33.126221,31.97498,33.16011,32.75464,31.2291,33.729735
"ADD3",17.122627,18.403253,19.010275,16.90784,16.94859,16.048191,16.780409,15.88729,16.56103,16.1383
"ADGB",0,0,0,0,0,0,0,0,0,0
"ADGRA1",0.0155219,0,0.0274327,0,0,0.0168264,0.0299327,0.0336345,0,0
"ADGRA2",1.690069,1.927912,1.59037,1.814176,1.950616,1.585792,1.588553,1.626146,1.406628,1.737977
"ADGRA3",15.2547575,14.777809,15.204343,16.10068,15.842442,14.512809,14.0447508,13.713094,16.110404,14.9182083
"ADGRA3P1",0,0,0,0,0,0,0,0,0.0474391,0
"ADGRB1",0.0711482,0.336448,0.186218,0.0873376,0,0,0.06776410405499,0.2304611,0.170476026417,0.06292316
"ADGRB2",8.0518151091,7.948865399648,6.8826158654,7.501045,7.3820400200256,6.370447297575,6.0269790078888,6.635278,5.7261042537,7.009088
"ADGRB3",0.0184374,0.152914,0.0740935,0.0800278,0.137193,0.0599996,0.0809169,0.0599438,0.0614279,0.065499
"ADGRD1",0.595278,0.839873,0.625396,0.594179,0.80099100011733,0.71058935,0.6617933,0.684849,0.3894435,0.5509167
"ADGRE1",4.167873,3.649419,4.22596,4.5880118,3.319366,4.1154632268,4.797479,4.476955,3.689211,4.748609
"ADGRE2",0.461888,0.452242,0.5763052,0.395592,0.340551,0.4250544,0.6859111,0.75157,0.710983,0.715969
"ADGRE3",0,0,0,0,0,0,0,0,0,0
"ADGRE4P",0,0,0,0,0,0,0,0,0,0
"ADGRE5",28.45609,29.48856,30.47646,28.85902,29.05978,29.34542,26.74622,28.46859,26.08977,28.45248
"ADGRF1",0,0,0,0.0458811,0,0,0,0,0,0
"ADGRF2P",0,0,0,0,0,0,0,0,0,0
"ADGRF3",0.121646,0.1840428,0.0735047,0.1654858,0.2008026,0.314145084723,0.3909797,0.0816498,0.0994148,0.1915684
"ADGRF4",1.27285,1.22637,1.111604,0.929495,1.336285,2.190503,2.494848,2.472899,1.88408,2.507192
"ADGRF5",0.00918414,0.0108695,0,0,0.0106896,0,0.0177138,0,0,0
"ADGRF5P1",0,0,0,0,0,0,0,0,0,0
"ADGRF5P2",0,0,0,0,0,0,0,0,0,0
"ADGRG1",79.9050050461448,83.7327900044807,82.839363,85.07045,80.982984,124.133820601,126.3849694,124.123950000161,121.48321,127.518922
"ADGRG2",5.1588700990503,4.22806475266,4.00899529005054,4.54178600941113,4.316642,5.9039970397728,6.1785961171238,5.358114818,6.021666,6.4430160468964
"ADGRG3",0.1717795,0.406157,0.303562,0.491299,0,0,0.306259,0,0.39441,0.152189
"ADGRG4",0,0,0,0,0.00642119,0,0,0,0,0
"ADGRG5",0,0,0,0,0,0,0,0,0,0
"ADGRG6",23.4990700000829,22.40490467392,24.311880759102,22.1557,21.3374610001597,20.6298120318849,21.21474,19.789,20.87052,22.7961511
"ADGRG7",0,0,0,0,0,0,0,0,0,0
"ADGRL1",5.27058,6.07458,5.81713,5.88745,5.56056,4.67692,4.22862,4.47251,4.8362,4.47122
"ADGRL2",24.7703546019382,26.2563300001826,24.6196000073506,25.082633,24.1687621226995,23.0406288903429,26.4599893595567,25.07175766,24.2086079,26.0215010045093
"ADGRL3",0,0,0,0.02121134605489,0.036303678937705,0,0,0.0240129322684,0.012288749494763,0
"ADGRL4",0,0,0,0,0.032869,0,0.0435388,0.0178927,0,0
"ADGRV1",0.50976,0.105882,0,0.624073,0.291922,0.3616424,0.434176,0.165577,0.467255,0.249625
"ADH1A",0,0,0,0,0,0,0,0,0,0
"ADH1B",0.05810959,0.06259788,0.02373652,0.01682739,0,0.02855988,0.0514103,0.05789014,0,0.05877172
"ADH1C",2.62076,2.0031,1.72037,1.93667,1.97923,2.40899,2.40045,2.44441,1.97271,2.08493
"ADH4",0.31233,9.30265e-07,1.14796e-06,3.4825e-07,0.749246,1.45116e-07,0.258065,1.573e-06,0.803481,0.571314
"ADH5",79.7951,76.6751,79.8118,82.2299,73.0628,83.1665,88.9302,79.3928,82.6993,83.1752
"ADH5P2",0,0,0,0.0529335,0.0600289,0,0,0,0.0613126,0.0976561
"ADH5P3",0,0,0,0,0,0,0,0.0586636,0,0
"ADH5P4",0.0283897,0,0,0,0.0309976,0.0311954,0.027241,0,0,0
"ADH5P5",0,0,0,0,0,0,0,0,0,0
"ADH6",0.5132975,0.6853014,0.908274,1.006562,1.138942,0.947756,0.917004,0.88514500092255,0.9456,0.959209
"ADH7",0,0,0,0,0,0,0,0,0,0
"ADHFE1",0,0.128793,0.015665,0,0,0,0,0,0.42161,0
"ADI1",45.846481,43.48637,46.57927,42.77993,45.437914,54.0752,53.75149,52.8387,54.98975,53.39955
"ADI1P1",0,0,0,0,0,0,0,0,0,0
"ADI1P2",0.218096,0.527174,0,0,0,0,0.207545,0,0,0
"ADI1P3",0,0,0,0,0,0,0,0,0,0
"ADIG",0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0.03499100363972,0.05503440517711,0.04245672075,0.01252190058341,0.013083,0.014043400165863,0.02420070153998,0.01256870593748,0.016843800732296,0.02076090207979
"ADIPOR1",72.79,69.2504,69.1789,69.8617,67.8853,64.987,70.015,64.4604,67.8219,68.3702
"ADIPOR1P1",0,0,0,0,0,0,0,0,0,0
"ADIPOR1P2",0,0,0,0,0,0,0,0,0,0
"ADIPOR2",24.1821,22.9301,23.7473,23.0568,23.3537,22.1164,23.4074,21.6424,21.7191,23.2394
"ADIRF",1.6628,1.68481,1.97641,1.05151,2.00715,1.7652,2.11862,2.1948,1.14056,1.41528
"ADISSP",74.6764,77.4821,81.7302,76.7267,76.6756,78.1064,77.5828,76.1699,75.4685,80.3152
"ADK",38.707026,36.355244,38.638852,36.761701,33.839802,40.774082,37.032042,35.94872,36.491082,39.57549
"ADM",41.778251,36.82779,40.652151,37.970004,38.756761,45.332655,40.467121,41.898728927,39.90945,38.628437
"ADM2",0.610058,0.56837400229345,0.643215,0.408018000709653,0.553001,0.421202,0.48326700122572,0.679005,0.601386,0.522894
"ADM5",4.55356,3.76533,4.51147,3.0115,4.57238,2.99949,2.92443,3.941,3.26382,2.96956
"ADNP",33.71438,30.524909,34.950644,33.642697,31.462378,31.800674,35.432286,31.369332112678,32.94857,35.2163586
"ADNP2",12.9426,12.6552,12.9374,12.8605,12.7282,12.5504,12.6337,12.3255,11.7092,12.8695
"ADO",14.9722,13.9106,15.3298,14.4337,13.6255,14.4632,14.5073,14.1552,15.245,15.3603
"ADORA1",0.9482474,0.900531,0.6286763,0.7332986,0.5395334,0.8859914,0.9682435,0.8980165,1.0283182,0.8607664
"ADORA2A",0.707571,0,0.478822,0.652219,0.411573,0.262644,0.379415,0.0430392,0.12469638,0.58289
"ADORA2B",14.8959,15.7825,16.9196,15.3626,15.0985,13.6772,12.2482,12.8982,13.1155,15.0152
"ADORA2BP1",0,0,0,0,0,0,0,0,0,0
"ADORA3",0,0,0,0,0,0,0,0,0,0
"ADPGK",38.6566,33.1407,38.0708,38.0809,33.9749,33.1269,35.1241,30.4173,36.1939,29.2511
"ADPRH",3.61972,2.3029921,3.449041964,3.70628,2.441077,2.9641385,2.9093796,2.586055,2.929904,3.402802
"ADPRHL1",15.9888383,15.3021775,17.5426717,15.0581634,15.7389929,14.1891921,14.9687592,15.7062421,14.7899297,14.9620775
"ADPRM",7.08885,7.093492,5.897245,6.286919,5.5828,8.84737,6.84198,4.827287,5.249476,6.384214
"ADPRS",15.1048,13.6854,15.0681,14.7984,14.8081,17.3518,16.7656,15.3383,16.4189,18.5436
"ADRA1A",0,0,0,0,0,0,0,0,0,0
"ADRA1B",10.9017,10.7272,10.9057,11.7744,10.0353,15.1949,13.1163,12.9699,13.8383,13.7935
"ADRA1D",3.59284,4.21912,3.86859,4.06565,3.98977,3.10407,2.57342,3.14877,3.47799,2.58921
"ADRA2A",0.198453,0.251796,0.175367,0.149279,0.0619069,0.261153,0.150352,0.199633,0.125804,0.251646
"ADRA2B",0.10062,0.0340451,0.0381063,0.0825721,0.0941657,0.0623133,0.0277204,0.0778614,0.0797353,0.0510372
"ADRA2C",7.30218,6.503966,6.39115,6.109097,6.366536,7.05601,7.04783,7.36439,6.93039,6.76747
"ADRB1",0.322199,0.494053,0.669946,0.670393,0.393307,0.370106,0.475096,0.390947,0.694691,0.589182
"ADRB2",0.0468919,0.148699,0.154,0.0296856,0.0338536,0.0504373,0.14944,0.251884,0.0516158,0.0697714
"ADRB3",0,0,0.0382372,0,0,0,0.0660793,0.0457194,0,0
"ADRM1",159.7368,155.5426,152.57145,158.77602,156.5969,163.94742,160.39314,169.66017,158.56655,161.54527
"ADSL",42.443089,43.84761,47.351639,42.365507,37.728634,41.32717,39.583838,41.587444,40.14333,42.710456
"ADSS1",20.816423,21.047063,21.077271,23.439815,24.308679,13.913733,16.56023,14.457,13.931654,15.40265
"ADSS2",37.5825,35.4065,39.0146,36.001,36.566,36.1936,37.886,35.1264,37.1941,38.5269
"ADTRP",0.0616679,0.0472544,0.253382,0.279717,0.15643196,0,0.290385,0.112558,0,0.123242
"AEBP1",0,0,0.0113928,0,0,0.0279361,0,0,0,0
"AEBP2",22.098321,18.72159,22.04396,23.06525,21.68271,21.6451,24.01549,19.53401,18.74435,22.13467
"AEN",46.9291,48.328,48.1565,48.2193,48.2919,49.7009,48.2405,51.3525,49.3227,48.8543
"AFAP1",17.9363500023734,17.69091,17.6198584711,17.7455200054052,16.74182,18.66452,19.59202,18.90848,19.29402,18.2503
"AFAP1L1",4.05205,3.745724,4.354344,4.105597,3.808752,5.191381,4.311283,4.002283,4.69857,3.680606
"AFAP1L2",7.44579,7.53377,7.42014,7.42027,7.54701,8.41565,8.29705,8.31697,8.13103,9.37561
"AFDN",7.8462733,6.49479300749774,6.403006,7.3368341225,7.170041,8.59511,8.023637,6.7704115483,7.600234,7.884338
"AFF1",8.55849,8.776371811,8.76828,9.09101,8.40172,9.24824,9.32412,9.504168,9.68871,8.999218
"AFF2",0.0211747,0.0250539,0.0436578,0.00396799,0.0438617,0.0687332,0.12252801,0.0687734,0.0390797,0.05633229
"AFF3",0.0324573,0.00749754,0.0189506,0.0121365,0.0138212,0.0487816,0.012333,0.0205873,0.0211508,0.0131785
"AFF4",18.182772,17.682374,18.0306,17.677229,17.07379,17.4706000049292,19.71808,17.694025,18.509305,20.105991
"AFF4P1",0,0,0,0,0,0,0,0,0,0
"AFG1L",0.709859,0.542669,0.56894,0.642054,0.488937,0.535032,0.491764,0.669441,0.439393,0.721275
"AFG2A",1.77602,1.64807,1.92383,1.8197,1.6021,1.56149,1.77172,1.49293,1.44049,1.28366
"AFG2B",5.24411,4.28698,4.273,3.13356,4.99529,4.32613,5.84737,4.39246,5.23691,5.08009
"AFG3L1P",5.820916,6.194313,7.609199,7.040001,5.62174747,6.7687249,6.420395,6.742424,7.190138,6.637694976
"AFG3L2",33.5493,31.5181,31.8709,31.1124,32.6576,36.2728,34.6097,34.9976,34.3517,34.4127
"AFG3L2P1",0.032313,0,0,0.124767,0,0,0,0,0,0
"AFM",0,0,0,0,0,0,0,0,0,0
"AFMID",13.526615,18.036835,17.1623810388799,19.2317,14.72394,15.68838,15.364441,18.328098,14.797136,16.13455
"AFP",0,0,0,0,0,0,0,0,0,0
"AFTPH",19.31704,17.56925,19.11895,16.336,17.70342,19.95222,20.27301,19.34096,18.84796,19.83367
"AGA",11.685,11.8035,12.3542,10.6926,10.6906,11.4335,12.7363,12.0277,12.1335,12.2697
"AGAP1",11.755864,12.6381490692169,14.3733194,12.799981,12.979376,13.001047,15.07463,13.4860081,16.116525,15.413788
"AGAP10P",0.690536,0.484514,0.759552,0.630729,0.603861,0.546422,0.756941,0.767623,0.329873,0.432654
"AGAP11",0.140268,0.0950997,0.281502,0.293817,0.0775039,0.495553,0.234384,0.132747,0.161188,0.417521
"AGAP12P",0.59756,0.446732,0.60243,0.5988754,0.555604,0.449697,0.242768,0.39891,0.244541,0.627073
"AGAP13P",0,0,0,0,0,0,0,0,0,0
"AGAP14P",0.0393334,0.038274,0.0920357,0,0.154516,0.0353397,0.273464,0.073625,0,0.0564569
"AGAP2",5.308798,6.94941,5.729499,5.957655,5.910969,7.003143,5.886485,6.457385,5.51985,6.303776
