"","GSM8393322","GSM8393323","GSM8393324","GSM8393325","GSM8393326","GSM8393327","GSM8393328","GSM8393329","GSM8393330","GSM8393331"
"INTU",0.864887,0.778258,0.886207,0.878815,0.73038,0.748222,0.714714,0.719748,0.77217,0.735591
"INVS",9.8857803,9.0601409,10.8470588,10.4561834,10.1533214,9.1259316,10.2455365,10.32244,10.154722,11.830898
"IP6K1",12.613913,13.005337,13.757464,13.354688,12.960908,13.82376,14.862286,13.481152,14.383337577,15.344916
"IP6K2",41.709722,38.242649,39.052871,36.533055,40.07301,40.30313,40.4098561,37.352216,37.9723566,42.32499947363
"IP6K3",0.0342666,0.131808,0.0908226,0.0199441,0.0303622,0,0.0991969,0.2225755,0,0.0739149
"IPCEF1",0,0,0.00715164,0,0.0775535,0.0386115,0,0,0,0.0167118
"IPMK",6.30133,6.11203,6.57388,6.53894,5.77065,5.62592,6.54544,6.03408,6.85295,7.31712
"IPMKP1",0.15656,0,0,0,0,0,0,0,0,0
"IPO11",12.275143,11.8203900003258,11.895785,12.7061120001687,11.2619143,12.64396,11.5908,12.017407,12.3877,13.5163259
"IPO13",9.657664,9.554284,10.285746,9.76525,9.111898,10.923544,11.81381,10.794604,10.799748,11.222713
"IPO4",24.1058,22.685207,23.4405,22.6297,23.797,25.5424,27.6492,25.9079,24.6045,25.9695806
"IPO5",71.54153,70.221447,71.98382,67.5566,64.34419,66.63714,71.20029,65.29952,64.56608,70.9982
"IPO5P1",0,0,0,0,0.435244,0.301591,0,0.127675,0.811291,0
"IPO7",79.1018,75.1115,78.684,75.310053,73.9345,68.3214,73.1228,69.5937,71.6805,75.6902
"IPO7P1",0.117121,0,0.104223,0.11537,0,0,0,0,0,0
"IPO7P2",0,0.0785283,0,0,0.036492,0.0725786,0,0,0,0.0592315
"IPO8",21.4682,21.1687,21.5783,19.9207,20.2926,18.822,19.722,18.3401,19.1121,21.066903
"IPO8P1",0.0699495,0.035212,0.0820888,0.0667136,0.121181,0.0567673,0.0940341,0.0564068,0,0.0603194
"IPO9",21.1699,20.2904,20.696,20.1513,19.978,19.3473,20.191,19.1679,19.2023,21.0139
"IPP",5.66576,5.05787,4.67176,5.14046,5.1936,4.8084,5.59465,3.62504,4.06434,5.05532
"IPPK",5.80724,5.47031,6.47381,6.6033,5.85494,6.38531,7.07891,6.19566,6.46031,6.55337
"IPPKP1",0,0,0,0,0,0,0,0,0,0
"IQANK1",1.04668,0.8895528,1.063452,0.8977418,1.0684347,1.079527,0.857461,0.802872,0.960098,1.109347
"IQCA1",0.0175227,0,0,0,0,0,0,0,0,0.0155606
"IQCA1L",0,0,0,0,0,0,0,0,0,0
"IQCB1",10.86069,7.84908,9.20185,10.15672,9.50338,8.35747,6.53663,7.47399,8.60244,9.6927
"IQCB2P",0,0,0,0,0,0,0,0,0,0
"IQCC",1.70555,1.614361,1.071902,2.255559,1.625914,1.12666,1.585261,1.15336,1.72963,1.354706
"IQCD",3.409451,5.228884,4.03312,3.306738,3.422918,3.448799,4.079345,3.639958,4.41681,3.253841
"IQCE",7.923371,7.777226,8.810024,8.5923689,8.545535,9.085652,9.3367878119,9.340658,7.79729200037149,9.1311810200262
"IQCF1",0,0,0,0,0,0,0,0,0,0
"IQCF2",0,0,0,0,0,0,0,0,0,0
"IQCF3",0,0,0,0,0,0,0,0,0,0
"IQCF4P",0,0,0,0,0,0,0,0,0,0
"IQCF5",0,0,0,0,0,0,0,0,0,0
"IQCF6",0,0,0,0,0,0,0,0,0,0
"IQCG",3.957353,3.249771,4.063223,3.844111,4.704246,3.795627,3.981061,4.009438,4.203171,4.537775
"IQCH",0.835303,1.274342,1.3410874,1.663617,0.959215,1.084504,1.226894,1.902535,1.174427,2.006749
"IQCJ",0,0,0,0,0,0,0,0,0,0
"IQCJ-SCHIP1",5.40385,6.30485,5.60668000599182,7.317308,7.38573,8.25173140377,5.721564,8.380218,7.93317,5.9972125191
"IQCK",2.651914,2.638959,2.28604,1.48634,1.96381,6.306668,2.3601,3.22529,3.31209,3.16351
"IQCM",0,0,0,0,0,0,0,0,0,0
"IQCN",0.0516044,0.107656,0.0390484014293,0.187305,0.0946474,0.07984000016726,0.176663,0.15653460637243,0.0163987,0.0430208
"IQGAP1",62.82071,57.14394,64.35155,58.57561827,57.11163,62.37379,61.411188,62.55912,67.55313,69.84248
"IQGAP2",5.34262,4.42929,5.87889,4.46713,4.89657,4.39833,3.66379,3.799820182577,4.3913,3.97688
"IQGAP3",13.5263,13.8107,13.9828,13.2991,14.016,13.9669,15.1147,14.6315,12.8506,14.9295
"IQSEC1",11.3190582,11.381748,11.997783,11.6612215,10.79921,12.401276,12.8716798,12.2006781,13.3045272,12.984042
"IQSEC2",39.866449,43.595228,40.451642,36.0745469,39.804,38.486874,39.433933,37.6577514,41.156944,38.419814
"IQSEC3",0,0,0,0,0,0,0,0,0,0
"IQSEC3P1",0,0,0.133721,0,0,0,0,0,0,0
"IQSEC3P3",0,0,0,0,0,0,0,0,0,0
"IQUB",0.0886983,0.109581,0,0.0623928,0.0581206,0.000404043,0,0.0649904,0,0.000338942
"IRAG1",0,0.0262901,0.0392007,0.0170499,0,0.00968087,0.043124,0.0581047,0.00990828,0.0475974
"IRAG2",0,0,0,0,0,0.200128,0.0366549,0,0,0
"IRAK1",105.00719,100.99601,103.056,105.34009,102.44617,115.84299,116.43112,115.29282,117.72548,112.24651
"IRAK1BP1",1.128844,0.861032,1.02938,0.857501,0.951959,0.682937,1.089485,0.805746,0.639077,1.027186
"IRAK2",3.50196,3.23536,2.98473,3.44201,3.30571,4.86,4.88437,5.18806,4.59,4.74964
"IRAK3",0.0359858,0.0352628,0.0524293,0.0585544,0.1332029,0.0067331,0.029362,0.0530697,0.0678723,0.0210409
"IRAK4",2.594027,1.2805991,2.399753,3.085828,2.484099,2.97475,1.356410205,2.2266440417612,2.18593,2.245775
"IREB2",32.690336,30.419824,33.887089,31.812217,30.245039,30.883334,32.697787,29.21923,31.765135,34.456996
"IRF1",7.61996,6.2132,8.88127,7.124826,8.55192,6.54916,7.125983,6.62515,8.07297,6.77592
"IRF2",11.114272,11.313446,9.713353,12.294246,10.151419,8.524578,9.071319,9.599083,11.381306,8.58786
"IRF2BP1",39.9115,41.8135,42.5263,40.2397,41.1984,39.7213,39.5989,41.2565,40.5752,40.2481
"IRF2BP2",43.5869,45.4282,45.2585,44.44,45.1128,39.8845,40.5354,39.5781,43.1466,41.5595
"IRF2BPL",16.9382,17.0847,18.5477,16.5304,17.9048,17.7341,18.5458,18.4486,18.999,18.163
"IRF3",62.898658,65.1706748738,67.6505570752488,66.2422111,71.551918,61.971204,63.528683492783,59.396461,64.749206888,65.286684
"IRF4",0.0541379,0,0.029281,0.0259694,0.0331844,0.0730885,0.0762848,0.01464,0.0121687,0.0435603
"IRF5",4.293334,5.216793,5.58835,4.798728,5.45697,6.45982,3.951774,7.274403,2.759736,7.127386
"IRF5P1",0,0.0303854,0,0,0,0,0,0,0,0
"IRF6",0.1064,0.103888,0.121122,0.0479191,0.243488,0.201272,0.0568337,0.19193100172102,0.0612808,0.144999
"IRF7",0.319557,0,0,0,0,0,0,0,0,0
"IRF8",0.2459417,0,0.0815705,0.1459917,0.159517,0.1636079,0.1550487,0.2953237,0.249058,0.0666301
"IRF9",2.981655,2.457391,2.389648,3.365315,2.937087,2.959895,2.99386,2.988851,2.155756,2.924253
"IRGC",0,0,0,0,0,0,0,0,0,0.0321351
"IRGM",0,0,0.104006,0.0677571,0,0.0467895,0.033848,0.0513136,0.0452714,0.0925811
"IRGQ",3.572635,3.90249,3.258601,3.940849,4.19737,4.017703,3.169662,4.66944,3.90776,4.05027
"IRS1",15.2474,15.1952,15.4376,15.8266,14.9355,16.1336,15.9417,15.6077,15.7074,16.0119
"IRS2",5.81784,5.89523,5.93814,5.90748,5.51031,4.934,5.75721,5.45716,5.76627,5.28628
"IRS3P",0.711873,0.163577,0.285963,0,0.138965,0.208138,0.184672,0.0691387,0,0.283963
"IRS4",0,0,0,0,0,0,0,0,0,0
"IRX1",0,0,0,0,0,0,0,0,0,0
"IRX1P1",0,0,0,0,0,0,0,0,0,0
"IRX2",2.94792,2.915378,3.0146,2.995678,2.69804,2.54955,2.939791,2.845522,3.21226,2.399311
"IRX2-DT",15.924197,18.78325,18.492197,12.544664,15.71853,14.21494,13.544898,19.45812,15.066682,18.433773
"IRX3",3.35713,2.16476,2.60787,2.86189,2.502,3.37945,2.92232,3.86185,3.40043,2.82213
"IRX4",0.1359277,0,0,0,0.0751535,0.0493051,0.06537341,0.198878,0,0.0203767
"IRX5",1.30817,1.27113,1.95929,1.40857,1.11796,1.67416,1.58887,1.50751,1.5127,1.42379
"IRX6",0,0,0,0,0,0,0,0.0372089,0.0381221,0.0304912
"ISCA1",38.25261,37.279215,36.442893,37.688777,32.749649,35.935946,36.074516,35.153644,36.647545,38.277124
"ISCA1P1",0,3.4963,0,0,4.58859,2.57253,0,1.46608,0,0
"ISCA1P2",0,0,0.204563,0,0,0,0,0,0,0
"ISCA1P3",0,0,0,0,0,0,0,0,0,0
"ISCA1P4",1.89821,0,8.025,5.46763,0,2.08774,8.82046,0,0,5.1232
"ISCA1P6",0,0,0,0,0,0,0,0,0,0
"ISCA1P7",0,0,0,0,0,0.290718,0,0,0,0
"ISCA2",41.49127,38.97533,37.80252,43.14568,39.41327,36.93537,38.33645,35.57973,43.74284,34.65356
"ISCA2P1",0,0.489511,0.358144,0,0,0,0.395789,0.442171,0.234245,0.368255
"ISCU",83.938731,83.216012,85.278175,75.249431,81.439492,89.65927,90.243799,93.451534,94.24959,92.419652
"ISCUP1",0,0,0,0,0,0,0,0,0,0
"ISG15",3.846036,5.908774,5.67641,6.074201,3.228312,14.230731,13.943321,7.552178,5.882247,13.972669
"ISG20",23.289839,22.065,24.0222,26.32961,26.38296,15.932352,18.390565,15.627101,17.4145,15.20129
"ISG20L2",19.51395,18.29905,21.0868,19.11702,19.99939,20.69492,19.57733,20.52877,20.9175,17.91955
"ISG20L2P1",0,0,0,0,0,0,0,0,0,0
"ISG20L2P2",0,0.0725317,0,0.11792,0,0.0667,0.234636,0,0,0.108802
"ISL1",0,0,0.0810541,0.0219974,0,0,0,0,0,0
"ISL2",4.94623,3.7799,4.47039,4.11241,3.79762,3.99995,4.01145,4.47179,3.17986,3.93989
"ISLR",0.393945,0.0964169,0.0675547,0.195675,0.0682451,0.17948,0.245623,0.0677203,0.0525095,0.1340261
"ISLR2",0.026455400707308,0,0,0,0,0,0.012105500190026,0.02771720381925,0.029243000302176,0
"ISM1",0.139161,0.103037,0.0461157,0.0166661,0.151974,0.0377298,0.067087,0.05655,0.11588,0.139023
"ISM2",0,0.0318128,0.1834593,0.1141073,0.146748,0.0463703,0.1577214,0.274335,0.05949,0.1747416
"ISOC1",18.4251,16.6285,18.3902,18.6029,17.9327,16.1205,16.9095,14.7976,17.9259,17.2474
"ISOC2",76.96375,80.53983,85.01349,85.40541,85.4484,75.92554,79.28765,76.56701,78.47259,77.2554
"IST1",56.049179,70.1203797,58.608529,64.162394,63.0613599,57.9887,57.141289,54.587065,65.190029,55.608163
"ISX",0,0,0,0,0,0,0,0,0,0
"ISY1",20.4866,17.7694,16.7767,20.23432,19.13184,19.92287,17.15052,20.00149,21.31727,19.26663
"ISY1-RAB43",4.19215,3.96137,6.40344,5.85014,5.31586,3.66618,3.3583,6.59014,4.79157,3.47852
"ISYNA1",28.53468,35.52373,32.70404,33.00059,34.85701,30.92802,32.23439,32.91283,30.85551,31.13469
"ITCH",19.8156,18.86083,21.56302,18.69179,19.887,21.67034,20.44369,20.14542,19.8545,20.56905
"ITFG1",27.108,27.7518,29.2158,28.3504,29.9606,27.98116,27.8766,28.0648,29.2627,28.29
"ITFG2",5.11624,4.03972,3.97638,3.89526,5.19915,5.46449,5.22512,4.94881,4.48347,4.32312
"ITFG2-AS1",0,0,0,0,0,0,0,0,0,0
"ITGA1",0.17148,0.0648693,0.149794,0.0749004,0.0394859,0.061412,0.0188574,0.173509,0.0644479,0.0834703
"ITGA10",0.732402,1.21695,0.863195,0.744283,0.979334,0.707724000445847,0.758359,0.861741,0.50415,0.588827
"ITGA11",0.191109,0.31794,0.238605,0.298350000111278,0.1261534,0.221487,0.197771,0.285568,0.277009,0.35052
"ITGA2",4.69092,5.34266,5.17574,4.55704,5.18958,5.02423,4.2973,4.62934,4.21839,5.51756
"ITGA2B",0.577744,0.248807,0.623385,0.559604,0.485583,0.757871,0.0829789,0.357216,0.852995,0.237925
"ITGA3",130.50036,130.163353,132.980958,132.978659,132.482961,149.09565,150.36311,150.483942,148.624534,149.424863
"ITGA4",0.04192059,0.0259633,0.0444578,0.0332942,0.091727,0.0183136,0.0571987,0.1163653,0.0274614,0.0475049
"ITGA5",23.7209,26.1074,24.9548,24.9526,25.401,20.4003,21.6711,21.5859,21.0112,22.0608
"ITGA6",27.428407,26.855431,25.147444415,24.3615368,24.12842,23.465861,26.1436705,24.3085855,24.39883,27.50827
"ITGA7",2.302129,2.767173,3.3577733,4.334402,3.43117700015623,4.482794592,2.623531,2.71894273,3.561803,3.99013650514
"ITGA8",0,0.0280876,0.0147518,0.0642767,0.017268,0.0261043,0,0.0368891,0.0104109,0.0242504
"ITGA9",0.0262151,0.0465238,0.0231642,0.0187892,0.0377302,0.0141808,0.0316033,0.0212851,0,0.050508
"ITGAD",0,0,0,0,0.0423271,0,0.0187171,0.104972,0.0428972,0.0343824
"ITGAE",0.0498373,0.0744927,0.015252,0.0159114,0,0,0.0497509,0.0182833,0,0.0438221
"ITGAEP1",0,0,0,0,0,0,0,0,0,0
"ITGAL",0.4036685,0.2617471,0.4043137,0.395067000205143,0.4455225,0.325658,0.347734,0.184444,0.3602622,0.245069
"ITGAM",0.6982729,0.9507813,0.3131873,0.732866,1.0997326,0.6011771,0.6411169,0.752346,0.6450906,0.7871384
"ITGAV",58.635319,52.653952,58.868683,54.158033,48.787621,51.632986,52.9513,49.143068,50.668321,56.13349
"ITGAX",0.723154,0.7985856664,0.8411197,0.96558,1.004115,1.408093,1.482911,1.913019,1.57527,1.441547821942
"ITGB1",925.71517,889.49522,938.2932,909.48518,887.220878472535,894.957758,916.62839,880.55764,899.3488,924.36068
"ITGB1BP1",38.21101,37.057487,39.310024,42.380785,40.52358445,44.26957,45.12074,41.357367,41.0399165,39.075728
"ITGB1BP2",0.647633,0.776172,0.611468,0.421012,0.229267,0.306028,0.484056,0.3941999,0.749374,0.3332257
"ITGB1P1",105.333,103.044,93.0019,104.613,98.6351,80.4674,86.8738,73.1107,53.0871,78.844
"ITGB2",1.456393,1.669784041505,1.64448,1.8988609,2.306946,2.412984,1.700426,2.296656,1.838124,1.983886
"ITGB3",0.220436,0.229501,0.180541,0.26743,0.193173,0.172026,0.510668,0.415913,0.396475,0.2467610184035
"ITGB3BP",27.113,23.885685,28.188271,25.84934,25.54934,24.70274,22.447336,23.47393,23.575631,24.087301
"ITGB4",18.104785,18.69477,18.40242,18.968162,17.611299,22.53376,22.67375,22.59144,22.27679,24.08961
"ITGB5",96.1152,102.175,94.6485,97.6878,97.4796,87.3098,90.6779,84.5526,90.2301,90.2317
"ITGB6",0.765114,0.5571274,0.539022,0.715361,0.728475,0.8024040208347,0.802654,0.903791,1.0934423,1.172881
"ITGB7",0.332163418,0.796892104,0.484168,0.423806802,0.2366065144,0.2492154867,0.557351511,0.273936912,0.47374763,0.255726977
"ITGB8",0.324892,0.341898,0.368805,0.379695,0.3301433,0.360537,0.354702,0.479041,0.4245947,0.505364
"ITGBL1",0,0.0129041,0.0400384,0.0535132,0.0118989,0,0,0,0,0.0133842
"ITIH1",0,0,0,0,0,0,0,0,0,0
"ITIH2",1.40928,0.952063,1.594136,1.6348877,1.2211,1.50671,1.5254,1.440566,1.750582,1.39201472197
"ITIH3",0,0,0,0,0,0,0,0,0.0198884,0
"ITIH4",0,0.0204887,0.146597,0,0,0.4510559,0.0889786,0.128597,0.387638,0.122688
"ITIH5",0.2842323,0.0928716121994,0.10638,0.0830075,0.1034653,0.1565711,0.44427114,0.2647713,0.174306,0.1462852
"ITIH6",0.0526716,0.0124694,0.0279258,0.0100765,0,0.0228139,0.0609515,0.0456335,0.0467021,0.0467301
"ITK",0,0,0,0,0,0,0,0,0,0
"ITLN1",0.101791,0,0,0.0491511,0,0.0556109,0,0.055318,0.113991,0.0453978
"ITLN2",0.105097,0,0.104418,0,0.172609,0,0.0506195,0.195946,0,0.213704
"ITM2A",0,0,0,0,0,0,0,0,0,0.0407564
"ITM2B",83.001,80.8611,79.2475,84.4066,75.1715,91.6936,89.19,88.3481,89.1208,103.3865
"ITM2BP1",0.109518,0,0,0,0,0,0,0.119598,0.124484,0
"ITM2C",64.2727390052879,67.20039321773,66.318909,67.579863,68.880605,63.97243,65.00304,66.085834,61.42175,69.209798
"ITPA",91.1782,93.97902,94.02006,88.34615,101.05402,97.35688,100.38625,100.92787,90.93714,88.73118
"ITPK1",15.6174715,15.907166,17.0499442,16.00734,15.860192,18.2771795,17.600865,17.817366,17.9089734,17.5709851
"ITPK1P1",0,0,0,0,0,0,0,0.0523309,0,0.0429412
"ITPKA",1.53237,1.63376,1.44256,1.53075,0.996329,1.71961,1.46184,1.76154,1.81285,1.81342
"ITPKB",2.041142,2.036285,1.922688,2.3284227,1.789976,2.351636,2.1734649,2.27639,2.32772262,2.296021
"ITPKC",9.4953,10.3469,9.87318,9.66048,9.91909,10.1582,10.8551,11.4197,10.6854,10.2707
"ITPR1",1.64986219696594,1.86005865112175,1.77194554605476,1.87611108450374,1.68087703137779,1.53388075859119,1.6661811855618,1.6726624633,1.68438721792536,1.82828137898289
"ITPR2",3.069019,2.67086,2.39196,2.60623,2.33358,2.26257,2.74361,2.772184,2.39833,2.76189
"ITPR3",22.34032,24.185354,23.215762,24.5761,22.328092,25.633257,25.819335,25.138756,24.139291,26.110095
"ITPRID1",0.0462562,0.1369,0.102186,0.110642,0.0378702,0.100199,0.0780591,0.0626236,0.1132807,0.071827
"ITPRID2",19.592515,17.567033,18.186571,20.6687,18.556003,17.303423,19.59058233,19.381215,19.55689,18.427543
"ITPRIP",15.951851,17.23001208,17.675377,17.305328,16.4755985,21.5828084145,20.8335787,21.6450341,21.312541928,22.788512
"ITPRIPL1",0.184615,0.0291196,0.0547159,0.0239553,0.0133929,0.0950619,0.10721,0.0275515,0.0272822,0.0658166
"ITPRIPL2",7.86022,7.67618,7.352,7.40576,7.0491,7.32768,7.40673,7.43488,7.27669,7.30537
"ITSN1",9.785933923,10.7493986,10.4051558,10.6181243008861,8.8184576041247,10.3896806,12.528087907,13.7026255,11.73531929,11.3318453830462
"ITSN2",9.10154,6.741886,6.33292,8.39809,3.418859,8.55635,7.92242,8.2617,8.7854,8.46384
"IVD",9.039676,8.082945,7.763878,8.763943,9.415,10.180075,10.48279,10.977018,10.2465800001643,9.903653
"IVL",0,0,0,0,0.0563463,0.0280126,0,0,0,0
"IVNS1ABP",14.319479,11.825514,12.713279,13.701368,14.505961,13.642457,12.8684,12.631882,11.668513,15.5172
"IWS1",39.745745,39.896311,40.59959,39.2608,40.031409,38.3889,38.9027,40.581022,39.773421,38.50021
"IYD",0.0884457,0.0406157,0.1074178,0.1326261,0.1933115,0.23700264,0.1070521,0.1574996,0.0548428,0.0708506
"IZUMO1",0,0,0.0313397,0,0.0387768,0,0,0,0,0
"IZUMO1R",0.0847917435834,0.101255,0.1490597,0,0,0.2800470155021,0.0816085289888,0,0,0
"IZUMO2",0,0,0,0,0,0,0,0,0,0
"IZUMO3",0,0,0,0,0,0,0,0,0,0
"IZUMO4",0.277036,0,0.210595,0.163589,0,0.0924496,1.91029e-05,0.567748,0.247524,0.315232
"JADE1",25.3841940023395,26.7787910003951,25.7912870002056,27.33202,25.559319,23.022175,24.8005900001553,25.395809,21.880600005338,24.3179000765627
"JADE2",26.463911,27.63161697,25.575576206109,27.50293231065,24.79596203,26.4677610401,26.248161,25.727638529,25.4470935999,24.919418578
"JADE3",8.72636,8.0008,9.35346,8.08327,7.97246,8.35812,8.35424,8.04623,7.7264,8.42676
"JAG1",24.0331,25.1384,24.8537,25.1092,21.3911,27.0902,26.4721,27.4641,26.7278,27.1994
"JAG2",9.443524,9.255285,8.740245,9.287467,9.09811,9.5333,9.420098,9.468,9.211842,9.49153
"JAGN1",35.7396,48.9057,43.5609,46.3662,31.8888,46.4369,44.134,31.5986,46.0516,47.4278
"JAK1",66.8756,64.4999,67.5465,68.0466,62.5321,72.7292,77.8167,71.4199,75.3916,79.1708
"JAK2",2.15078,2.34057,2.41559,2.53264,2.21924,2.37374,2.51743,2.36401,2.69597,2.75822
"JAK3",1.17705,1.74742,1.7012987,1.55399,1.84535,1.365056,1.3915943,1.36629,1.1304049,1.3035128
"JAKMIP1",0.0454027,0.0430639,0,0.0309579,0.0506357,0,0.036324,0,0,0.0547994
"JAKMIP1-DT",0,0,0,0,0,0,0,0,0,0
"JAKMIP2",0.036014290342845,0.0218333,0.02729323397,0.037901100155166,0.0430405,0.0528007,0.030308400174835,0.01866240107426,0,0.0121127
"JAKMIP3",1.8906,2.08621,2.12067,1.61506,2.09206,2.00174,1.99328,2.36625,2.04643,2.12543
"JAM2",0.0507421,0.0309056,0.0115911,0.0256708,0,0.0140202,0.089119,0.0681986,0.0309043,0.0428645
"JAM3",5.93753,5.7105,5.30829,5.446,5.032135995,5.039692,5.584155,4.84409000063897,4.740012,5.846412
"JAML",0,0,0,0,0,0,0,0.041841,0,0
"JARID2",5.950605,5.48043,5.99921,6.07065,6.07766,6.04351,6.11059,6.05838,5.88577,5.97542
"JAZF1",1.64492,1.61685,1.22512,2.02714,1.99382,1.83136,1.38201,1.52392,1.8098,2.19928
"JCAD",4.6102,4.16519,4.86775,4.4143,4.26716,4.32109,4.98146,4.58552,4.76817,4.85251
"JCADP1",0,0,0.0117461,0,0,0,0,0,0,0
"JCHAIN",0.457569,0,0,0.537889,0.281284,0,0.777448,0,0.396981,0.193308
"JCHAINP1",0,0,0,0,0,0,0,0,0,0
"JDP2",15.2521379,14.754619,14.6368882,15.32381075,14.17623098232,17.560486317716,16.2946707,18.7191919,16.355667,15.5391164
"JHY",3.753431,2.448135,2.811105,2.992880174771,2.854,3.584482,2.894351,2.488372,3.150728,2.91288
"JKAMP",59.52045,50.68643,70.67624,57.773792,62.695744,62.90335,56.14091,65.88303,61.469176,68.077376
"JKAMPP1",0,0,0,0,0,0,0,0,0,0
"JMJD1C",3.62676,3.176512,3.7969,2.83001,3.413645,3.17068,3.77383,5.05555,3.66319,4.82443
"JMJD4",14.856131,11.548556,12.822468,12.063479,15.349866,14.936288,13.29187,14.46141,15.185881,14.518497
"JMJD4P1",0,0,0,0,0,0,0,0,0,0
"JMJD6",34.597424,33.003763,34.065193,33.71846,32.984785,33.129839,33.3719,32.557887,33.032082,32.601508
"JMJD7",3.072481,4.588457,4.971547,4.08163,4.69474,4.805207,3.51984,3.92356,3.69083,4.6774
"JMJD7-PLA2G4B",0,0.473351,1.9838e-06,0,0,0,0,0.000118737,6.38725e-07,0
"JMJD8",20.655186,26.17531,33.84018,26.375118,30.067987,26.590182,26.58153,27.928261,25.219239,29.05529
"JMY",3.75228,3.72473,3.78425,3.64439,3.55244,3.89392,3.9944,3.68315,3.56023,3.8461
"JOSD1",19.5299,18.1537,18.4679,18.7325,17.2829,21.2792,22.2045,19.6548,21.6811,20.9905
"JOSD2",62.1432,50.89196,54.98447,59.74287,60.4036,65.6979,63.21673,66.63108,63.6553,61.8652
"JPH1",0,0,0,0,0,0,0,0,0.0126853,0
"JPH2",0.72661,0.7436275,0.663157,0.7343876,0.5129096,0.69967,0.910638,0.804017,0.960644,0.8013534
"JPH3",0.586657,0.662106,0.507153,0.449822,0.427096,0.391037,0.65185,0.639156,0.574126,0.445203
"JPH4",0,0,0,0,0.0734672,0.0139581,0,0,0.037835,0.0219351
"JPT1",403.414610602251,385.640712,406.8743529,393.3128799,382.142444015944,436.8010328,409.053038,401.620211,408.5364026,432.372235954
"JPT1P1",0,0,0,0,0.211041,0.427444,0,0,0,0
"JPT2",80.4131900372723,78.0931600028852,84.83338,83.2900713,77.91854337897,81.29783148808,86.6533491,85.07009,92.697,88.03486011363
"JRK",5.5466244087,5.3850643,5.746884,5.967896959386,5.634020368,5.11509858166,4.63438857772,4.6849175,4.763849202397,4.702978
"JRKL",4.47985,4.05109,3.92857,4.81598,4.01461,3.7826,4.08853,4.16885,4.30908,4.25127
"JSRP1",0,0,0,0,0.294813,0,0,0.292701,0,0
"JTB",100.3423,98.8844,107.8956,107.716882,100.68537,106.2525,104.6764,105.363,104.3732,110.142427
"JTBP1",0,0,0,0,0,0,0,0,0,0
"JUN",3.92725,3.61757,3.20448,3.42918,2.8916,4.30578,4.25101,5.26554,5.02556,4.54159
"JUNB",32.7489,33.4606,35.1512,31.169,31.8485,37.7067,37.2879,38.3954,39.8203,37.2414
"JUND",79.9314,79.6953,78.8325,85.7073,80.1837,86.3161,86.2766,88.3849,91.6773,84.9521
"JUP",116.502507,122.9008,122.543496688,119.5999,113.985,118.274441,119.6512,121.6139,117.1737,120.1602629331
"KAAG1",1.66165,1.5062,1.36818,1.83701,2.1004,1.63754,1.5075,0.691022,2.71843,1.24888
"KALRN",0.0326857,0.084525457,0.123298946,0.16511037,0.107667126,0.0305738,0.097291181,0.065582779,0.1151158,0.0244098
"KANK1",9.261451,9.119468,9.995284,9.119773,8.728981,8.907926,8.520005,8.868086,9.535837,8.708625
"KANK1P1",0,0,0,0,0,0,0,0,0,0
"KANK2",16.142259,16.43881,16.59612,17.47632,16.95385,18.995912,18.31095,19.768375,18.380084,18.6092854
"KANK3",1.06629,1.68824,1.100012,1.309467,1.564057,2.19545,1.281939,1.3385,1.531924,1.34984
"KANK4",0.1586878,0.136854,0.1489935,0.0614286,0.1626586,0.0616891,0.1422998,0.1500824,0.1765946,0.09521570443195
"KANSL1",2.065819,1.4466819,2.256623,2.871577,2.87005,2.1370551,3.4468,2.47813500124033,2.418016663,2.410321
"KANSL1L",0.954,1.128571,1.27267654726,1.219189,1.0737,1.085969,1.2501264,1.128378,1.266751,1.263268
"KANSL2",16.0166,16.3595,15.3202,14.4684762,13.9633,12.87359,14.7255102,13.783228,14.1413,15.152694
"KANSL3",7.59107,10.6989,8.32963,11.9019,7.9358,11.0023,10.2696,11.7005,10.4699,9.46799
"KANTR",0.124802,0.236697,0.180277,0.157626,0.0836596,0.125835,0.097297,0.0684243,0.0893302,0.246674
"KARS1",134.3884,127.08461,130.18591,127.8344,122.72104,128.3176,121.61757,123.0302,132.1672,124.50168
"KARS1P1",0,0,0,0,0,0,0,0,0,0
"KARS1P2",0,0,0,0,0,0,0.0674887,0,0,0
"KARS1P3",0,0.0459127,0,0.0744482,0,0,0,0.0419704,0.0431545,0
"KASH5",0,0,0,0,0,0,0,0,0,0
"KAT14",12.51699,12.67258,13.52093,14.71092,13.789918,13.31508,13.65833,12.38948,14.86239,12.90151
"KAT2A",28.4417,25.2511,26.255,25.5839,26.4837,29.6193,26.4376,32.4794,31.6939,27.141
"KAT2B",5.02314,4.71619,4.81879,5.12546,4.19167,4.74167,5.19968,4.48477,5.41112,5.13828
"KAT5",23.528838,27.150944,23.8042290020969,25.736185,25.36181,23.64319,24.722464,25.31715,25.572165,23.44556
"KAT6A",9.7316295,8.7869845,9.2052383,9.2396122,7.3872387,7.8913275,8.6060275,8.707285,8.541611,9.91939000036773
"KAT6B",2.18959252,2.517249524996,2.32538761704,2.25405703251996,2.306299,2.4951012887,2.609157705,2.44058465466459,2.270918,2.463744773
"KAT7",28.97146,26.86821,28.749785,27.111773,27.64585,27.50977,30.67014,29.61892,30.666449,30.375248187068
"KAT7P1",0,0,0.0579066,0,0,0,0,0,0,0
