"","mean","sd","max","min"
"MUC20",-0.230881916471138,0.21566618991988,0.327811947,-1.594029422
"MUC21",0.0497406969533107,0.095287864210696,0.394847874,-0.460214147
"MUC22",0.136821363048387,0.0989405363757861,0.962840433,-0.268081673
"MUC4",0.0980521613964346,0.10141122940743,0.456119472,-0.273221708
"MUC5B",0.00147647550594227,0.121942553282824,0.615866917,-0.459091223
"MUC6",-0.0298029488565365,0.121782586867944,0.50727152,-0.520379345
"MUC7",-0.0029716389524618,0.108363871292626,0.373039059,-0.470090413
"MUCL1",-0.1040563429618,0.0968714432949452,0.540737974,-0.44746268
"MUCL3",-0.0182495837139219,0.0954668703190969,0.397048237,-0.442134205
"MUL1",-0.0158920141443124,0.120710662270576,0.449772854,-0.619716677
"MUS81",-0.315347563365874,0.173332599815222,0.146651671,-1.519709135
"MUSK",0.0760666127903226,0.093047985565981,0.57077855,-0.283124422
"MUSTN1",-0.0314262960135823,0.121542527681541,0.398681837,-0.534145521
"MUTYH",-0.124791963368421,0.085454852923577,0.26604489,-0.515798125
"MVB12A",-0.171743140162139,0.12600836263157,0.313774502,-0.614072636
"MVB12B",0.0693718590645161,0.10848067136265,0.598737198,-0.371462578
"MVD",-0.472448347214771,0.343069425506502,0.549460282,-1.838862874
"MVK",-0.777372230931239,0.359949844294849,0.197411642,-2.130834202
"MVP",0.0838679868718166,0.1165196698056,0.659049717,-0.519363581
"MX1",0.0805481648404075,0.0912050215785516,0.762075341,-0.29657617
"MX2",0.0457580729813243,0.0888081888345551,0.748091166,-0.397271509
"MXD1",0.152431665808149,0.108685838891167,0.545434862,-0.263173214
"MXD3",0.00913994208404075,0.115989564206697,0.398959327,-0.597711302
"MXD4",0.00232844952971138,0.108012944680431,0.425583073,-0.390250395
"MXI1",0.116702365265705,0.110102374105667,0.562168322,-0.37007081
"MXRA5",-0.0190098972631579,0.0806131250476272,0.319752098,-0.296018787
"MXRA7",-0.293108628947368,0.173169939717757,0.265934271,-0.920275198
"MXRA8",-0.0195277800110357,0.123851351983142,0.420886243,-0.479085585
"MYADM",-0.0443153753955857,0.126740911196252,0.487458926,-0.575754291
"MYADML2",0.0460677910280136,0.101299394013553,0.394944772,-0.419926247
"MYB",-0.339583506760611,0.338999704299371,0.314560957,-2.912338548
"MYBBP1A",-0.552511058453311,0.204629958719349,0.208695745,-1.609388409
"MYBL1",0.0394691827877759,0.170634212167405,0.838223197,-1.465636393
"MYBL2",-0.469934011977929,0.30813105273754,0.286581557,-1.618915135
"MYBPC1",0.0198006847691002,0.11182440688565,0.539025604,-0.462285706
"MYBPC2",0.0593102250950764,0.0926047772826864,0.454620748,-0.463063015
"MYBPC3",-0.0697535873336163,0.125156571721548,0.398064235,-0.566988185
"MYBPH",-0.0246744696035654,0.104366895934291,0.366524171,-0.61891019
"MYBPHL",-0.201072706995756,0.138902022875609,0.290941739,-0.76188553
"MYC",-1.74293855616893,0.659300820443571,0.403490484,-3.59385938
"MYCBP",-0.104613262963497,0.153265292821798,0.44114842,-1.496841999
"MYCBPAP",-0.316267576008489,0.12268058347657,0.32337767,-0.863077732
"MYCL",-0.0809561311960951,0.123998821978796,0.347923429,-1.787670446
"MYCN",-0.154541504540747,0.237049691210069,0.38569612,-2.35999718
"MYCT1",0.152710710570458,0.143511132284015,0.721317532,-0.599632052
"MYD88",0.0183488997003396,0.190208865025388,0.97800184,-0.994492671
"MYDGF",0.000987105225806452,0.113110374193901,0.379175179,-0.456781824
"MYEF2",0.0970042886095076,0.115003022954481,0.497676563,-0.42554676
"MYEOV",-0.131458751912564,0.116957491537644,0.233210081,-1.079493428
"MYF5",-0.0923808377020374,0.112365576779463,0.334079833,-1.703663515
"MYF6",-0.112613644033107,0.120880156024369,0.336886129,-0.619769276
"MYG1",-0.297613653490662,0.137179103155943,0.575397708,-0.920940093
"MYH1",0.0823024306952462,0.0868660001102132,0.47344981,-0.223886798
"MYH10",0.0649711642088285,0.101987890371601,0.548873354,-0.784869108
"MYH11",0.0238565094966044,0.168706544007384,0.737837758,-0.806951765
"MYH13",0.0368110245348048,0.113443919573655,0.46112502,-0.482310988
"MYH14",-0.0624375838921902,0.115067939434331,0.489604963,-1.992677792
"MYH15",-0.00386991294057725,0.107462645443178,0.386008173,-0.511238612
"MYH2",0.0304104700152801,0.104452811784095,0.430905315,-0.432334158
"MYH3",-0.122799234529711,0.118989684826586,0.284958541,-0.657944159
"MYH4",-0.000885377090831919,0.0889999189684606,0.461627,-0.40721264
"MYH6",-0.0791178349796265,0.115685176330849,0.304092208,-0.725168703
"MYH7",-0.0348787663641766,0.14183674280623,0.4880463,-0.65511579
"MYH8",0.076089621360781,0.0981383240637953,0.53118909,-0.427144597
"MYH9",-0.435058300629881,0.408393781347605,0.670512215,-1.981963231
"MYL1",0.0993250926120543,0.0924956150150513,0.544470174,-0.281289712
"MYL10",0.0720603542962649,0.0955553165780722,0.556733042,-0.391085452
"MYL11",-0.104619841731749,0.112080289161856,0.529306825,-0.584510632
"MYL12A",-0.0812709476680815,0.124103112556962,0.390562867,-0.698359876
"MYL12B",0.0132860828353141,0.139534043267834,0.749415394,-0.825058731
"MYL2",-0.0409056842988115,0.108272223590738,0.484024901,-0.469159199
"MYL3",-0.03503141437691,0.10644541378666,0.565444204,-0.511493861
"MYL4",-0.10486969560781,0.149092166215848,0.832773723,-0.747240106
"MYL5",0.0583052350560272,0.118075228123474,0.511350989,-0.491789827
"MYL6",-0.143624508960102,0.178969229294881,0.445266945,-1.027287311
"MYL6B",-0.101107547158744,0.127495735628426,0.376852473,-0.582193908
"MYL7",-0.109730591635823,0.102408113698494,0.367126119,-0.572405825
"MYL9",-0.114077813703735,0.121878320569759,0.219904932,-0.667128391
"MYLIP",0.0545825932122241,0.161756410699503,0.697447227,-1.392541278
"MYLK",0.0727541408039049,0.0908859873773016,0.514944684,-0.229496863
"MYLK2",-0.204022137925297,0.137883414407643,0.318911655,-1.008850914
"MYLK3",0.0210588611876061,0.111987974974894,0.452635343,-0.467662241
"MYLK4",0.129354855096774,0.103382125816339,0.599348405,-0.343553362
"MYMK",0.0237549190220713,0.0799475465364759,0.404456609,-0.541616658
"MYNN",0.0252319733429542,0.123475605596785,0.503658832,-0.571852409
"MYO10",-0.0578289166281834,0.133774804237495,0.478801958,-0.961232135
"MYO15A",-0.229799818657895,0.145350390512764,0.275071669,-1.054216103
"MYO16",0.0220350029337861,0.0923415932622616,0.411617466,-0.337324547
"MYO18A",-0.303689965320883,0.140280816444407,0.199037739,-0.983443037
"MYO18B",0.028394778483871,0.119337571668321,0.439893668,-0.50211706
"MYO19",-0.114171478868421,0.116551098086241,0.319391269,-0.758166366
"MYO1A",-0.23382544740747,0.126461058818188,0.351597864,-0.94437858
"MYO1B",0.0297064722716469,0.118312390873619,0.720862127,-0.474471552
"MYO1C",0.081404172516129,0.125311670620014,0.508790336,-0.445012618
"MYO1D",-0.0358338311570458,0.114479198282941,0.479633775,-0.477045767
"MYO1E",-0.029425316033107,0.114683218061249,0.444549737,-0.537758868
"MYO1F",-0.0231739194830221,0.105601054850246,0.330033758,-0.454295011
"MYO1G",-0.158978745148557,0.0972286525950944,0.22298845,-0.810153247
"MYO1H",-0.231743985912564,0.15918107099151,0.450853086,-0.812288907
"MYO3A",0.0485510931052632,0.096168871880465,0.413827899,-0.488903704
"MYO3B",-0.160623303052632,0.103578458555353,0.371506096,-0.544776629
"MYO5A",0.0774632224202037,0.0969535204020603,0.446415873,-0.356314415
"MYO5B",0.00660888179881155,0.12536891299751,0.559331231,-0.472447516
"MYO5C",-0.0876854252410866,0.0877678367947217,0.377427973,-0.482122327
"MYO6",0.0247049395025467,0.141991016646058,0.832450005,-0.678166026
"MYO7A",-0.0942370474923599,0.116880342907405,0.404035667,-0.785078838
"MYO7B",-0.128177149982173,0.106965767231287,0.345982676,-0.499048269
"MYO9A",-0.0313804409142615,0.113979423768892,0.38742128,-0.888547298
"MYO9B",-0.159163544089983,0.181546989099373,0.403170826,-1.088845421
"MYOC",-0.0376760345348048,0.0945704864066698,0.311046422,-0.740755023
"MYOCD",0.0827148211672326,0.0793336655395366,0.436177837,-0.27203565
"MYOD1",-0.014635696057725,0.184615982918413,0.496522374,-1.942600624
"MYOF",-0.0490437655050934,0.123083653689813,0.576168453,-0.53376722
"MYOG",0.0429068045016978,0.130055508318948,0.485707534,-1.683370546
"MYOM1",0.128112747295416,0.0925861350824789,0.533145993,-0.204054868
"MYOM2",0.0511196253106961,0.105286443361043,0.597890816,-0.421625012
"MYOM3",-0.129518143192699,0.122188732055793,0.318923129,-0.727907121
"MYOT",-0.0485025456188455,0.108563631703382,0.379243499,-0.506382517
"MYOZ1",-0.0274432403395586,0.0862212067825465,0.293405206,-0.337563928
"MYOZ2",-0.0157552612894737,0.091502041461778,0.373399435,-0.436764488
"MYOZ3",0.0982874683022071,0.0944005790014834,0.448929185,-0.357795459
"MYPN",-0.00898875036332767,0.094775447432646,0.355687428,-0.535471796
"MYPOP",-0.0287264893616299,0.114600018429184,0.39276602,-0.628207974
"MYRF",-0.197394678717317,0.158929776242926,0.446648126,-1.905284431
"MYRIP",-0.0208054225628183,0.115496040671653,0.686496169,-0.506674593
"MYSM1",-0.210559586837861,0.136492782749456,0.208704552,-1.516098433
"MYT1",-0.0215766267266553,0.125987111851224,0.549760352,-1.118312038
"MYT1L",-0.102247218754669,0.137535981069453,0.353314688,-0.706888619
"MYZAP",-0.110001592431239,0.0838513022985053,0.343154957,-0.565297873
"MZB1",0.00975139351697793,0.131115505072101,0.649039369,-0.514928807
"MZF1",-0.185272000432088,0.175305837629892,0.402126416,-1.146021103
"MZT1",-1.38012527413667,0.220119924832962,-0.394218311,-2.701925864
"MZT2A",-0.427403959907958,0.154796400192373,0.301160764,-0.981025972
"MZT2B",-0.229043047930968,0.154967231921096,0.237555222,-0.848208285
"N4BP1",0.0848963855280136,0.130221211637278,1.392511188,-0.39092703
"N4BP2",-0.0768082137011885,0.0974839221880686,0.418617609,-0.609795139
"N4BP2L1",0.0833878809932088,0.113529186002735,0.548972757,-0.434998205
"N4BP2L2",0.0205037712979626,0.0959424319901239,0.645421353,-0.399078303
"N4BP3",0.0727326090721562,0.0853364423241065,0.43571423,-0.293670314
"N6AMT1",-0.423711653511885,0.290393027294231,0.340303972,-1.821499596
"NAA10",-0.978793842495756,0.486789031994624,0.73522096,-2.247129887
"NAA11",0.0336516876528014,0.101955320483814,0.574093166,-0.452269746
"NAA15",-1.20856734372326,0.283809592870951,0.13691182,-2.107885993
"NAA16",-0.114013747697793,0.0999584984254666,0.249497022,-0.609716724
"NAA20",-0.844409306067063,0.241116595958676,0.214485375,-1.598396462
"NAA25",-0.782615295908319,0.220405985359757,0.19668613,-1.669694213
"NAA30",-0.372122349712224,0.184284336615967,0.470665918,-1.227071684
"NAA35",-0.460079214938031,0.219272925475732,0.383438296,-1.24079856
"NAA38",-0.31550452277674,0.135610651620874,0.311012166,-0.921837574
"NAA40",-0.161934296074703,0.144020205099181,0.544233537,-0.768265683
"NAA50",-1.69347231101868,0.312814426523842,-0.604623425,-3.296508925
"NAA60",-0.0149603575254669,0.130664843938031,0.576096429,-0.5529476
"NAA80",-0.0133361734371817,0.119266403704856,0.409743978,-0.432970408
"NAAA",-0.0773376808514431,0.118807479514269,0.402157307,-0.577439417
"NAALAD2",0.0808792841179966,0.0933208371706732,0.452973294,-0.354171147
"NAALADL1",-0.213011931647708,0.133917513348706,0.271874344,-0.955940828
"NAALADL2",0.153773153398981,0.0969538916404507,0.68768776,-0.197818964
"NAB1",0.133803266329372,0.101778957808319,0.513607511,-0.2446688
"NAB2",-0.0141085143217317,0.118325977798052,0.557521681,-0.420222343
"NABP1",0.0957823113073005,0.110074183770645,0.53894664,-0.402788454
"NABP2",-0.208154030006791,0.16467061050947,0.297367634,-1.248215693
"NACA",-1.27913681843294,0.318511861387496,-0.027767376,-2.536091299
"NACA2",-0.393597515935484,0.15630359960941,0.370819772,-0.933706527
"NACAD",0.030949750549236,0.0837088169072223,0.398141549,-0.312841025
"NACC1",-0.0987330082826825,0.163723268114648,0.51767663,-0.827271832
"NACC2",0.0756256639533107,0.126172299594414,0.708524836,-0.69558028
"NADK",-0.1128763904618,0.142786382107697,0.422086542,-0.744322959
"NADK2",0.0958082364151104,0.120700380763093,0.533948412,-0.455573694
"NADSYN1",-0.0356073370237691,0.101946174720571,0.292392738,-0.814316594
"NAE1",-0.60770786883871,0.324362071843653,0.30782999,-1.721018313
"NAF1",-0.40410292499236,0.189500878320023,0.287479639,-1.190056065
"NAGA",0.00751168750848896,0.103609291772447,0.444357164,-0.541343652
"NAGK",0.0768499463752122,0.131461360643686,0.713142025,-0.455890479
"NAGLU",-0.203019962448217,0.135936042586809,0.39351688,-0.854845635
"NAGPA",-0.160774521594228,0.120992023966753,0.278226529,-0.782056108
"NAGS",-0.0929111964295416,0.1264079959833,0.290261188,-0.535483222
"NAIF1",0.0654944412733447,0.126281315574652,0.567513148,-0.476657914
"NALCN",0.0575720411943973,0.124708700603277,0.51881477,-0.365051244
"NALF1",0.125361809414261,0.10536964763103,0.662862108,-0.898040902
"NALF2",0.125043459830221,0.111065543941289,0.515867858,-0.27501728
"NAMPT",-0.435663870278438,0.389337852782114,0.190939444,-2.512262845
"NANOG",0.179466841212034,0.108918312566308,0.808042896,-0.409421607
"NANOGNB",-0.048693921917657,0.126014307571967,0.440110977,-0.55958209
"NANOS1",0.00912241736672326,0.13045407533529,0.457822824,-0.639074275
"NANOS2",0.0445595885093379,0.073509845103047,0.436198731,-0.279130017
"NANOS3",-0.17856981912309,0.119439636499649,0.267655407,-0.647598547
"NANP",0.0425834330135823,0.130422687273835,0.837951602,-0.527673896
"NANS",0.00188652567147708,0.143899934270719,0.479422701,-1.068147759
"NAP1L1",0.0214809028140917,0.137126609895351,0.594499621,-0.66736518
"NAP1L2",0.157010684939728,0.104778381666616,0.60596451,-0.311461725
"NAP1L3",0.101634412324278,0.0896838842750365,0.386489034,-0.409338759
"NAP1L4",-0.0476569961960951,0.114602073672765,0.405847569,-0.598340129
"NAP1L5",-0.0387327857521222,0.101302729468907,0.523259441,-0.449497763
"NAPA",-1.34733330461715,0.348742586979248,0.772750269,-3.179127965
"NAPB",0.111216458796265,0.107843260353329,0.770950867,-0.491209662
"NAPEPLD",0.0637867095382003,0.0872626086194999,0.464384218,-0.258650605
"NAPG",-0.754434448778438,0.439277007946594,0.171643117,-2.900228835
"NAPRT",-0.139622762942275,0.133985886553357,0.341072169,-0.689590513
"NAPSA",0.0680001208539898,0.106125662586503,0.554576028,-0.572599521
"NARF",-0.0230811886417657,0.121314773014728,0.472992166,-0.675356174
"NARS1",-1.85456556120289,0.292476344782364,-0.693120636,-3.090859866
"NARS2",-0.243147685396435,0.228876071221677,0.381845164,-1.248886158
"NASP",-0.519302360342954,0.188995609342253,0.266208042,-1.369293829
"NAT1",0.0339189043820034,0.0890030091436375,0.330938328,-0.373419031
"NAT10",-1.17861830812394,0.230658583268428,-0.215448819,-1.995692459
"NAT14",0.133666477940577,0.13473247429174,0.68399036,-0.546894658
"NAT16",-0.0474798933650255,0.139644005226921,0.555920523,-0.6537429
"NAT2",0.133307556576401,0.104467202225378,0.516714748,-0.280817134
"NAT8",-0.0474867514889643,0.124586492607236,0.493319118,-0.634576861
"NAT8L",-0.0379630467597623,0.121207282528564,0.485678188,-0.542622144
"NAT9",0.0842155440322581,0.107575490631841,0.467965589,-0.54476482
"NAV1",-0.201648804095925,0.148741323609504,0.317506963,-0.957756543
"NAV2",-0.0365019144320883,0.117719429337573,0.347174524,-0.574591673
"NAV3",-0.0881168356943973,0.092024613389588,0.358310504,-0.577546906
"NAXD",0.0648864828616299,0.0911537963789746,0.394418854,-0.411010533
"NAXE",-0.114334911881154,0.107352737946304,0.431795383,-0.567660201
"NBAS",-0.595839892128183,0.308055218523675,0.214332953,-2.054514325
"NBEA",-0.0834194588743633,0.0854284020706629,0.243518975,-0.449910554
"NBEAL1",-0.100015997578098,0.132239336142951,0.555422539,-0.693032031
"NBEAL2",-0.0232149445925297,0.107782759399647,0.528465785,-0.597159916
"NBL1",-0.0798032550874363,0.110081453328665,0.255960077,-0.595528717
"NBN",-0.0386460715127335,0.173743110433518,0.685302815,-0.777579054
"NBPF3",-0.099224084073854,0.166743942718285,0.474053948,-0.840385096
"NBR1",-0.0954190685679117,0.121103083028397,0.373719605,-0.85596816
"NCALD",-0.0362370796672326,0.122313674552121,0.400825941,-0.802240284
"NCAM2",0.104982638375212,0.10235636634961,0.558436619,-0.246890322
"NCAN",-0.113514599011885,0.108762943651326,0.259136063,-0.720154094
"NCAPD2",-1.46965674338879,0.255098856514083,-0.731536119,-3.262542836
"NCAPD3",-0.814454363134975,0.407147811743421,0.353408414,-2.140119228
"NCAPG",-1.65878827141171,0.368097579137829,-0.132774575,-3.092599387
"NCAPG2",-0.960515334242784,0.375819167906555,0.201810555,-2.455405271
"NCAPH",-1.05830820653311,0.190168608916982,-0.426748596,-1.935925459
"NCAPH2",-0.697633270966893,0.361374374221762,0.332201429,-1.953858086
"NCBP1",-1.42398162821732,0.262617694624028,-0.255414667,-2.911771651
"NCBP2",-1.84209424389728,0.395909615413683,-0.459224558,-3.174919262
"NCBP3",-0.100611098724958,0.127085540486353,0.403733311,-0.618564162
"NCCRP1",-0.12543975961545,0.117826813827895,0.36460486,-0.775634521
"NCDN",-0.175568367405773,0.145174784438436,0.39184862,-1.101449568
"NCEH1",0.0291310713404075,0.10512766056551,0.435781881,-0.426770198
"NCF1",-0.047918916286119,0.153698334027798,0.914603708,-0.554781701
"NCF2",0.0929173044405772,0.110573499445025,0.644562511,-0.368203665
"NCF4",0.0206234681731749,0.0862240681524542,0.313043321,-0.304462756
"NCK1",-0.0204112569388795,0.144097664926788,0.541187049,-0.62295924
"NCK2",0.0517330118098472,0.0983457945224765,0.375708345,-0.437891313
"NCKAP1",-0.477570387023769,0.316511675205167,0.317249978,-2.19301598
"NCKAP1L",-0.157796001749576,0.138920657823216,0.235166399,-1.16145961
"NCKAP5",0.0832942746196944,0.108399483502877,0.697804561,-0.394483103
"NCKAP5L",-0.174631210438031,0.115328901340065,0.240290755,-0.874659166
"NCKIPSD",-0.0890919863140917,0.101025518041488,0.3157602,-0.529588258
"NCL",-0.938572840787776,0.242328838263507,-0.004693677,-2.285021993
"NCLN",-0.0489103286655348,0.168268067301811,0.433010896,-1.426853674
"NCMAP",-0.119717296213073,0.110837890733701,0.309756994,-0.586557179
"NCOA1",-0.130972812865874,0.114918202077285,0.288301074,-0.624279121
"NCOA2",-0.00438217068336163,0.125338311702899,0.448028393,-0.613120478
"NCOA3",-0.136232134975382,0.125380433019877,0.326012645,-0.760173806
"NCOA4",-0.43181455626146,0.244908432020241,0.094731494,-2.370607925
"NCOA5",-0.13202526907725,0.170762315878091,0.374783381,-1.652939329
"NCOA6",-0.228184722259762,0.188642570676815,0.390176458,-1.094308007
"NCOA7",0.158964861120543,0.119270709371485,1.060797533,-0.603609943
"NCOR1",-0.14987583614601,0.198357060723619,0.619619105,-1.254648446
"NCOR2",-0.0905503535636672,0.165739093123624,0.391662565,-0.824708854
"NCR1",-0.0166551199235993,0.0971572910870401,0.329341104,-0.429927475
"NCR2",-0.0909554608022071,0.121568357912067,0.392939079,-0.867987027
"NCR3",-0.0244153029040747,0.100168181373348,0.53488675,-0.402511264
"NCR3LG1",-0.0332622485534805,0.0980472983533586,0.395027639,-0.434191326
"NCS1",0.08603174263073,0.115160301911088,0.556631792,-0.493320289
"NCSTN",-0.0989608191375212,0.173483380214825,0.709749665,-0.796787824
"NDC1",-0.532480871717318,0.277226144670548,0.194718252,-1.92250262
"NDC80",-1.51848897860696,0.276708927800134,-0.554819316,-3.206336668
"NDE1",-0.373470072819185,0.315358696158431,0.351830129,-2.018596338
"NDEL1",-0.0398474733896435,0.115708120835792,0.387219395,-0.599894673
"NDFIP1",0.020697902655348,0.107235025727285,0.542931316,-0.386613277
"NDFIP2",0.0870439045067912,0.147833832694836,0.589191784,-0.537778359
"NDN",-0.0493611908310696,0.121472106643111,0.455235085,-0.47998647
"NDNF",0.0208993103998302,0.0969015892447304,0.505409886,-0.394215714
"NDOR1",-0.667763695025467,0.267994484832803,0.387162568,-1.681324829
"NDP",0.00990945975891341,0.0992591088228267,0.644048349,-0.69003531
"NDRG1",0.176630686460102,0.103351590299425,0.843120155,-0.211602719
"NDRG2",-0.08106428963073,0.123574873590978,0.280198303,-0.619174726
"NDRG3",-0.0635014692903226,0.145108953998848,0.425516359,-1.176451376
"NDRG4",0.0162492933709677,0.101826511496867,0.564685399,-0.450880541
"NDST1",-0.0378624520178268,0.169225316220247,0.478266366,-0.814399924
"NDST2",-0.130124852066214,0.122891586965534,0.306292739,-0.892298572
"NDST3",0.133470791684211,0.115881798487959,0.655160609,-0.322686024
"NDST4",0.0565648112928693,0.0944802970325583,0.430164324,-0.373762807
"NDUFA1",-0.224268957800509,0.275967574340337,0.416996265,-1.329862918
"NDUFA10",-0.314891985393039,0.250467556875225,0.198914704,-1.381611885
"NDUFA11",-0.509852007236842,0.248751600814212,0.124673211,-1.432114877
"NDUFA12",-0.127906314843803,0.110616778005391,0.40103451,-0.734340693
"NDUFA13",-0.494103426316638,0.182273335043591,0.154317784,-1.320793514
"NDUFA2",-0.440904793264007,0.263713708085114,0.428566512,-1.692148226
"NDUFA3",-0.170099157404075,0.204845555429266,0.448458916,-1.242001401
"NDUFA4",-0.377020194348048,0.210518555659526,0.315460996,-1.276926154
"NDUFA4L2",-0.195313672896435,0.107533153968361,0.190306577,-0.716897092
"NDUFA5",-0.291676460244482,0.191742276922689,0.390060733,-1.121152997
"NDUFA6",-0.478567597666384,0.282569069939814,0.220158092,-1.611017291
"NDUFA7",-0.186452586213922,0.117161264746614,0.255290213,-0.619992438
"NDUFA8",-0.439050348438031,0.319533686369861,0.273364841,-1.901142274
"NDUFA9",-0.345418006453311,0.210585755463211,0.239864668,-1.444574212
"NDUFAB1",-0.74548052287691,0.301865268344768,0.195902857,-1.733535065
"NDUFAF1",-0.530410626482173,0.24144688846293,0.096046771,-1.680459834
"NDUFAF2",-0.216387376910866,0.1467579476513,0.450877826,-0.832271627
"NDUFAF3",-0.399156576536503,0.254445472947148,0.314474495,-1.596465813
"NDUFAF4",-0.355376460117997,0.222797651453496,0.25030716,-1.263833024
"NDUFAF5",-0.155024247103565,0.18594125079355,0.440304085,-1.057336627
"NDUFAF6",-0.092966328327674,0.21388984648386,0.474211394,-1.260720124
"NDUFAF7",-0.274184985730051,0.228402184186258,0.381188123,-1.737058547
"NDUFAF8",-0.510574682564516,0.253182275174567,0.188026207,-1.582821089
"NDUFB1",-0.688595306025788,0.184840356549414,0.010682578,-1.715176047
"NDUFB10",-0.636261487050085,0.297992091572883,0.270454061,-1.65727943
"NDUFB11",-0.36276163255348,0.28265904152881,0.437131059,-1.755551517
"NDUFB2",-0.281196772152801,0.236074754551403,0.384615891,-1.19954967
"NDUFB3",-0.651536304188455,0.249864154199808,-0.060262524,-1.813672748
"NDUFB4",-0.538588813097623,0.277319967886626,0.241695945,-1.785780614
"NDUFB5",-0.328519305236842,0.198732241272774,0.224302153,-1.250047986
"NDUFB6",-0.321047372016129,0.3042748433655,0.462870041,-1.733397534
"NDUFB7",-0.503591247927844,0.26535041117268,0.174560003,-1.591788048
"NDUFB8",-0.366275768975382,0.24531157518167,0.209421288,-1.469517108
"NDUFB9",-0.574336289133277,0.252700764175618,0.060104062,-1.672600981
"NDUFC1",-0.288123307043294,0.22971714517905,0.349866228,-1.200411564
"NDUFC2",-0.477208309032258,0.256952817269416,0.197716899,-1.709617334
"NDUFS1",-0.44728080889219,0.301119199997757,0.136768628,-1.656307946
"NDUFS2",-0.460788570008489,0.254191515435872,0.172967425,-1.489252849
"NDUFS3",-0.274662242478778,0.221138073709372,0.712428158,-1.08369887
"NDUFS4",-0.0485763416375212,0.140064318184391,0.482865477,-1.239219744
"NDUFS5",-0.588642835912564,0.298565334188498,0.070786336,-1.871467696
"NDUFS6",-0.0143800559932088,0.126195156345606,0.606303691,-0.69972405
"NDUFS7",-0.259260290310696,0.206953064993232,0.324014531,-1.176101814
"NDUFS8",-0.453637055032258,0.276500431287331,0.460731997,-1.560329872
"NDUFV1",-0.352520094203735,0.179232645629223,0.225661619,-1.247229448
"NDUFV2",-0.205870739745331,0.289448760252468,0.478989918,-1.211981857
"NDUFV3",0.0103952896850594,0.132856730514417,0.589417887,-0.55574111
"NEB",0.0127125976468591,0.125050232312714,0.620973858,-0.417171887
"NEBL",0.0819213731731749,0.112181731281634,0.538003873,-0.350926766
"NECAB1",0.170286213242784,0.125830290408351,0.940342741,-0.391662316
"NECAB2",0.122147754222411,0.132598439955194,0.803234775,-0.461561797
"NECAB3",-0.0127324422665535,0.110889489566924,0.396592993,-0.520218123
"NECAP1",-0.0165818599762309,0.113268703003797,0.443247052,-0.512755395
"NECAP2",0.00137075489558574,0.118301218544426,0.486613564,-0.411596687
"NECTIN1",0.0210862699821732,0.123860074523863,0.457179182,-0.44153722
"NECTIN2",-0.00252276684804754,0.118281624423213,0.487123162,-0.438612509
"NECTIN3",0.132086703549236,0.114949546647187,0.719897899,-0.38752973
"NECTIN4",-0.0796281543463497,0.109960482385894,0.343361841,-0.632202984
"NEDD1",-1.83274324873345,0.3580413366075,-0.512896837,-3.260111299
"NEDD4",0.0189980875908319,0.106767903764093,0.476031289,-0.452479397
"NEDD4L",0.0636655287894737,0.154344282632188,0.497541479,-2.48989514
"NEDD8",-1.67045872250679,0.331416514894627,-0.185058522,-3.921943751
"NEDD9",-0.0446734953497453,0.14790359839369,0.335563856,-1.049876955
"NEFH",-0.0466695695118845,0.123982070424129,0.528216023,-0.486345707
"NEFM",0.0821468891188455,0.141608469240244,0.648161001,-0.581073284
"NEGR1",0.00744226323429542,0.0946981827291546,0.405433265,-0.362570405
"NEIL1",0.0168269295857385,0.0980761153865864,0.524962517,-0.363559557
"NEIL2",0.112460907017827,0.0955427354298258,0.591195869,-1.056196935
"NEIL3",0.120053217044143,0.098632415370761,0.460562655,-0.268650059
"NEK1",-0.100768316938031,0.175830969352261,0.488680296,-0.947171506
"NEK10",-0.0721859602139219,0.114651985710129,0.484068245,-0.717292453
"NEK11",0.109151137806452,0.0978740748815915,0.467040451,-0.279421552
"NEK2",0.0407195918777589,0.143845595186528,0.65362383,-0.792206068
"NEK3",0.0421705538803056,0.0879039590284453,0.470978812,-0.602525407
"NEK4",-0.0134886970840407,0.128140523658294,0.82376992,-0.579036245
"NEK5",-0.0667209057062818,0.127520723217771,0.60143807,-0.677897523
"NEK6",0.0552255843531409,0.122886736758807,0.721448775,-0.420742004
"NEK7",-0.0266844963845501,0.137557470670291,0.496208585,-0.61622867
"NEK8",-0.129385887835314,0.131900013402757,0.412621142,-0.619298508
"NEK9",-0.0717712424151104,0.126922988540535,0.354882866,-0.666518489
"NELFA",-0.91073198094652,0.336649859992807,0.358428219,-2.149093693
"NELFB",-0.923276179068761,0.397863203811885,0.717848996,-2.289331122
"NELFCD",-0.623820453879457,0.243264485799774,0.344278951,-1.966347131
"NELFE",-0.420328779047538,0.178527978282756,0.257862886,-1.33601244
"NELL1",0.173763630174873,0.0918361143159638,0.559283307,-0.291990298
"NELL2",-0.105174165775891,0.105286903394566,0.40996989,-0.573485566
"NEMF",-0.181301272078947,0.156064458675891,0.475114549,-0.76956803
"NEMP1",0.0162190105959253,0.095588783601858,0.350018616,-0.527352873
"NEMP2",-0.0510497986536503,0.143678636955874,0.610101468,-0.788549593
"NENF",0.0475514626986418,0.119647095249811,0.547445353,-0.378415116
"NEO1",-0.120702888410017,0.137543842831467,0.377393006,-0.745806037
"NEPRO",-1.28202326223769,0.325614415860822,0.06464516,-2.679275738
