ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,48,0.301207018,2.088796006,0.002487562,0.027396775,0.018373952,616,"tags=71%, list=47%, signal=39%",CDKN1A/GAB1/TP53/RNF146/PTEN/TSC2/SNAI2/ERBB2/PSMF1/CSNK2A1/FGFR1/MAPK1/EGFR/ERBB3/RICTOR/PRKAR1A/PIK3R1/GSK3B/PIK3CB/IRS2/RRAGC/GRK2/PIK3CA/JUN/RRAGA/KPNA2/EZH2/RBBP7/HDAC1/RCOR1/MLST8/AHCYL1/EED/LAMTOR3
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,45,0.309962897,2.093857726,0.002512563,0.027396775,0.018373952,468,"tags=60%, list=36%, signal=40%",GOLGA7/NF1/BRAF/DUSP4/TLN1/PAK2/ERBB2/SHC1/PSMF1/CSK/SOS1/RAF1/FGFR1/RASA4/MAPK1/EGFR/PTK2/ERBB3/NRAS/PIK3R1/PIK3CB/IRS2/VCL/ACTG1/PIK3CA/JUN/WDR83
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF,42,0.311729534,2.052136703,0.002525253,0.027396775,0.018373952,500,"tags=64%, list=39%, signal=41%",LDLR/ITGB1/IRF2BP2/SNAI2/BCAR1/PTPN1/DUSP4/DOCK5/RNH1/CAB39/PARD6B/KCTD10/SOX9/WRN/AHR/IRS2/STK40/FOSL1/EXT1/CHD1/VCL/MNT/SLC38A2/TAF5L/JUN/ZFP36L2/ZNF217
REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,REN_ALVEOLAR_RHABDOMYOSARCOMA_DN,31,0.347516246,2.021237678,0.002663116,0.027396775,0.018373952,474,"tags=68%, list=37%, signal=44%",PTEN/ATP6V0E1/TLN1/SLC35A2/SMAD7/TMEM165/UBE2A/SLC25A1/CAP1/HSPA13/ITGAV/EGFR/UAP1/MYH9/SLC33A1/EXT1/RRAGC/MBNL1/GRSF1/ARPC3/ARF1
MCCABE_BOUND_BY_HOXC6,MCCABE_BOUND_BY_HOXC6,29,0.373386179,2.112585736,0.002724796,0.027396775,0.018373952,366,"tags=62%, list=28%, signal=46%",FLCN/FERMT2/RUNX1/FBXO7/SPTLC2/AMBRA1/PAK2/PARD6B/IKBKG/ALDH18A1/KCTD10/CD2BP2/OTUD5/KLF5/VPS4B/COP1/SQLE/JMJD6
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,10,-0.514085838,-2.071609877,0.00273224,0.027396775,0.018373952,483,"tags=90%, list=37%, signal=57%",NUP35/POM121C/NUP58/NUP62/NDC1/AURKA/CDCA8/AURKB
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,10,-0.518255114,-2.088410796,0.00273224,0.027396775,0.018373952,483,"tags=90%, list=37%, signal=57%",NUP35/POM121C/NUP58/NUP62/NDC1/NXF1/CPSF1/CPSF4
WP_FRAGILE_X_SYNDROME,WP_FRAGILE_X_SYNDROME,22,0.43372574,2.191988504,0.002758621,0.027396775,0.018373952,314,"tags=64%, list=24%, signal=49%",GAB1/TSC1/PTEN/TSC2/NF1/BRAF/SLC16A1/SHC1/SH3GL1/SOS1/RAF1/MAPK1/PRKAR1A/PIK3CB
DOUGLAS_BMI1_TARGETS_DN,DOUGLAS_BMI1_TARGETS_DN,24,0.400153066,2.07408799,0.00280112,0.027396775,0.018373952,605,"tags=83%, list=47%, signal=45%",ISL1/UROS/FOXRED1/VPS36/COG5/SLC33A1/PIK3CB/DDI2/DCP2/RRAGC/IREB2/GOLT1B/NGLY1/MED16/PPCS/ELAVL1/ACSL4/STX4/BIRC2/UBE4B
PID_VEGFR1_2_PATHWAY,PID_VEGFR1_2_PATHWAY,20,0.461460038,2.204620134,0.002873563,0.027396775,0.018373952,474,"tags=80%, list=37%, signal=52%",GAB1/CTNNA1/BRAF/PXN/PAK2/MAPK14/RAF1/MAPK1/ITGAV/PTK2/PIK3R1/CTNNB1/HSP90AB1/VCL/PIK3CA/ARF1
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,12,-0.507496809,-2.210200513,0.002873563,0.027396775,0.018373952,521,"tags=92%, list=40%, signal=55%",H2AZ1/H2BC21/TERF2/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H2BC4
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,14,-0.443711601,-2.119088571,0.002873563,0.027396775,0.018373952,409,"tags=79%, list=32%, signal=54%",H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/CHD4/H2BC11/H3-3A/H2BC4
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,12,-0.597936056,-2.604072682,0.002873563,0.027396775,0.018373952,396,"tags=92%, list=31%, signal=64%",USP7/GPS1/ZNF830/POLR2K/COPS8/COPS5/POLR2G/RPS27A/CDK7/POLR2H
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,12,-0.507496809,-2.210200513,0.002873563,0.027396775,0.018373952,521,"tags=92%, list=40%, signal=55%",H2AZ1/H2BC21/TERF2/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H2BC4
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,12,-0.544923963,-2.373199596,0.002873563,0.027396775,0.018373952,453,"tags=92%, list=35%, signal=60%",UTP11/TBL3/DHX37/IMP3/BUD23/UTP4/TRMT112/RPS14/RPS7/SNU13
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,11,-0.59590301,-2.489997787,0.002881844,0.027396775,0.018373952,346,"tags=91%, list=27%, signal=67%",EEF1G/H3-3A/RPS5/RPL13A/RACK1/RPL7A/RPS3/RPL6/RPL5
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,11,-0.604506605,-2.525948154,0.002881844,0.027396775,0.018373952,521,"tags=100%, list=40%, signal=60%",H2AZ1/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H3-3A/H2BC4
REACTOME_DNA_METHYLATION,REACTOME_DNA_METHYLATION,11,-0.604506605,-2.525948154,0.002881844,0.027396775,0.018373952,521,"tags=100%, list=40%, signal=60%",H2AZ1/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H3-3A/H2BC4
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,11,-0.524082046,-2.189891833,0.002881844,0.027396775,0.018373952,302,"tags=82%, list=23%, signal=63%",SEM1/MCM4/PSMC2/PSMA4/SKP1/RPS27A/PSMB3/PSMA6
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION,REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION,11,-0.604506605,-2.525948154,0.002881844,0.027396775,0.018373952,521,"tags=100%, list=40%, signal=60%",H2AZ1/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H3-3A/H2BC4
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,11,-0.525654293,-2.196461511,0.002881844,0.027396775,0.018373952,483,"tags=91%, list=37%, signal=58%",NUP35/POM121C/NUP58/NUP62/NDC1/GTF2F2/POLR2K/POLR2G/POLR2H
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP,17,0.462357823,2.073532763,0.002881844,0.027396775,0.018373952,579,"tags=88%, list=45%, signal=50%",CDH1/GATA3/FOXA1/MANF/SOX9/XPR1/SPTSSA/TIPARP/HSD17B12/CHP1/EMC4/RBBP7/NAMPT/ACSL4/FDX1
WP_TRANSLATION_FACTORS,WP_TRANSLATION_FACTORS,11,-0.681429681,-2.847373433,0.002881844,0.027396775,0.018373952,422,"tags=100%, list=33%, signal=68%",EIF5A/EEF1B2/EIF4B/EEF1G/EIF3G/PABPC1/EIF3F/EIF3E/EIF2S2/EIF1AX
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,13,-0.487664576,-2.226096624,0.002906977,0.027396775,0.018373952,551,"tags=92%, list=42%, signal=54%",TOMM20/IMPDH2/VDAC1/ATP5F1A/PAICS/BTF3/HNRNPA1/EIF3E/RPL36A/RPS28/RPL36
KEGG_BLADDER_CANCER,KEGG_BLADDER_CANCER,16,0.456675372,2.0083141,0.002906977,0.027396775,0.018373952,282,"tags=62%, list=22%, signal=50%",CDKN1A/TP53/CDH1/BRAF/ERBB2/RAF1/MAPK1/EGFR/E2F1/NRAS
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY,WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY,16,0.460917613,2.026970137,0.002906977,0.027396775,0.018373952,331,"tags=69%, list=26%, signal=52%",GATA3/CRK/IRF4/SHC1/MAPK14/IKBKG/SOS1/RAF1/MAPK1/PIK3R1/MAP3K7
WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH,WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH,15,0.495739499,2.121196677,0.002936858,0.027396775,0.018373952,282,"tags=67%, list=22%, signal=53%",ARNT/CDKN1A/NF1/RAF1/NFE2L2/MAPK1/EGFR/AHR/E2F1/NRAS
PID_RET_PATHWAY,PID_RET_PATHWAY,13,0.580845901,2.337043932,0.003034901,0.027396775,0.018373952,461,"tags=92%, list=36%, signal=60%",GAB1/BCAR1/CRK/PXN/SHC1/SOS1/MAPK1/PTK2/PIK3R1/IRS2/PIK3CA/JUN
SMID_BREAST_CANCER_LUMINAL_B_DN,SMID_BREAST_CANCER_LUMINAL_B_DN,13,0.569530266,2.29151527,0.003034901,0.027396775,0.018373952,326,"tags=77%, list=25%, signal=58%",FERMT1/POU2AF1/FERMT2/SLC16A1/TCF7L2/MYCN/WWTR1/SOX10/EGFR/KLF5
BIOCARTA_HER2_PATHWAY,BIOCARTA_HER2_PATHWAY,11,0.603477034,2.268843187,0.00304878,0.027396775,0.018373952,299,"tags=82%, list=23%, signal=64%",ERBB2/SHC1/SOS1/RAF1/MAPK1/CARM1/EGFR/ERBB3/PIK3R1
BENPORATH_PRC2_TARGETS,BENPORATH_PRC2_TARGETS,12,0.595292348,2.326904458,0.003053435,0.027396775,0.018373952,232,"tags=75%, list=18%, signal=62%",ISL1/HOXD13/GATA3/ASCL1/FLI1/DUSP4/PAX8/ZEB2/DPY19L2
REACTOME_CELL_JUNCTION_ORGANIZATION,REACTOME_CELL_JUNCTION_ORGANIZATION,12,0.592481345,2.315916686,0.003053435,0.027396775,0.018373952,134,"tags=67%, list=10%, signal=60%",ITGB1/CTNNA1/CDH1/FERMT2/PARD3/PXN/CDH2/PARD6B
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,12,0.589069823,2.302581583,0.003053435,0.027396775,0.018373952,271,"tags=75%, list=21%, signal=60%",CDKN1A/CTNNA1/PAK2/SOCS3/SMAD7/MAPK1/PTK2/RNF7/ERBB3
WP_IL6_SIGNALING_PATHWAY,WP_IL6_SIGNALING_PATHWAY,12,0.59534971,2.327128677,0.003053435,0.027396775,0.018373952,331,"tags=83%, list=26%, signal=63%",GAB1/SHC1/JUNB/SOCS3/SOS1/MAPK1/CREBBP/PIK3R1/GSK3B/MAP3K7
WU_CELL_MIGRATION,WU_CELL_MIGRATION,12,0.591693589,2.312837471,0.003053435,0.027396775,0.018373952,341,"tags=83%, list=26%, signal=62%",CDH1/GATA3/KRT18/SNAI2/UGCG/WWTR1/SOX9/ARHGAP29/KLF5/FOSL1
LIM_MAMMARY_STEM_CELL_UP,LIM_MAMMARY_STEM_CELL_UP,14,0.543615934,2.243347505,0.003058104,0.027396775,0.018373952,451,"tags=86%, list=35%, signal=57%",CDKN1A/ITGB1/TP63/SNAI2/BCAR1/FERMT2/PXN/EGFR/CCND2/MEF2C/EXT1/MBNL1
BILANGES_SERUM_RESPONSE_TRANSLATION,BILANGES_SERUM_RESPONSE_TRANSLATION,15,-0.490877084,-2.396044088,0.003115265,0.027396775,0.018373952,422,"tags=87%, list=33%, signal=59%",EEF1B2/RPL10/EEF1G/EIF3F/RPS5/RACK1/RPL14/RPS7/RPS3/RPL6/RPS19/RPL21
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,15,-0.60639127,-2.959886023,0.003115265,0.027396775,0.018373952,521,"tags=100%, list=40%, signal=61%",SSB/H2AZ1/H2AC15/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2AC17/H2BC6/H2BC11/H3-3A/H2BC4/SNRPD1
REACTOME_AMYLOID_FIBER_FORMATION,REACTOME_AMYLOID_FIBER_FORMATION,15,-0.436756832,-2.131875088,0.003115265,0.027396775,0.018373952,521,"tags=87%, list=40%, signal=52%",USP9X/H2AZ1/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H3-3A/H2BC4/RPS27A
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,15,-0.61696556,-3.011500706,0.003115265,0.027396775,0.018373952,409,"tags=93%, list=32%, signal=65%",CCNB1/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/NCAPH2/NCAPG2/NCAPD3/H2BC6/H2BC11/H3-3A/H2BC4
REACTOME_MEIOTIC_RECOMBINATION,REACTOME_MEIOTIC_RECOMBINATION,15,-0.535515275,-2.613929744,0.003115265,0.027396775,0.018373952,409,"tags=87%, list=32%, signal=60%",CDK4/H2BC21/CDK2/H2BC15/H2BC9/H2BC13/H2AC20/H2BC6/H2BC11/H3-3A/H2BC4/RPA3
REACTOME_SNRNP_ASSEMBLY,REACTOME_SNRNP_ASSEMBLY,15,-0.556214228,-2.714964412,0.003115265,0.027396775,0.018373952,483,"tags=93%, list=37%, signal=59%",GEMIN4/NUP35/POM121C/NUP58/TGS1/NUP62/GEMIN7/GEMIN6/NDC1/SNUPN/PHAX/SNRPG/SNRPD1
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,15,-0.433384279,-2.115413153,0.003115265,0.027396775,0.018373952,529,"tags=87%, list=41%, signal=52%",NELFCD/GTF2H4/TAF2/TAF10/GTF2F2/POLR2K/ELOB/ELOC/GTF2E2/POLR2G/CDK7/POLR2H
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,10,0.576111474,2.055829744,0.003144654,0.027396775,0.018373952,437,"tags=90%, list=34%, signal=60%",GAB1/ERBB2/FGFR1/EGFR/ERBB3/PIK3R1/PIK3CB/IRS2/PIK3CA
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,16,-0.402812413,-2.012790339,0.003184713,0.027396775,0.018373952,320,"tags=69%, list=25%, signal=52%",H2BC15/H2BC9/H2BC13/H2AC20/PPP1CB/PPP1R12A/H2BC6/H2BC11/H3-3A/H2BC4
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,16,-0.388239995,-1.939974255,0.003184713,0.027396775,0.018373952,214,"tags=62%, list=16%, signal=53%",ZNF830/POLR2K/COPS8/COPS5/POLR2G/RPS27A/CDK7/POLR2H/RPA3
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,16,-0.468453011,-2.340786096,0.003184713,0.027396775,0.018373952,151,"tags=69%, list=12%, signal=62%",RPL35/RPS24/RPL13A/RPS27A/RPL7A/RPS7/RPS3/RPL6/RPS3A/RPL17
GAVIN_FOXP3_TARGETS_CLUSTER_P6,GAVIN_FOXP3_TARGETS_CLUSTER_P6,17,-0.430328918,-2.277477883,0.003246753,0.027396775,0.018373952,566,"tags=88%, list=44%, signal=50%",CEP55/KIF20A/ASPM/CLSPN/CCNB1/TPI1/TYMS/CKS1B/NCAPG2/CENPE/AURKA/CDCA8/CENPK/AURKB
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,17,-0.407830077,-2.158404751,0.003246753,0.027396775,0.018373952,471,"tags=76%, list=36%, signal=49%",CDC26/ANAPC2/SEM1/AURKA/PSMC2/PSMA4/ANAPC1/RPS27A/AURKB/CDC27/PSMB3/PSMA6
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,17,-0.856362217,-4.532221584,0.003246753,0.027396775,0.018373952,202,"tags=100%, list=16%, signal=86%",GARS1/CARS1/HARS1/EPRS1/LARS1/QARS1/NARS1/VARS1/KARS1/AARS1/MARS1/IARS1/DARS1/TARS1/YARS1/SARS1
REACTOME_HDACS_DEACETYLATE_HISTONES,REACTOME_HDACS_DEACETYLATE_HISTONES,17,-0.405152225,-2.144232454,0.003246753,0.027396775,0.018373952,780,"tags=100%, list=60%, signal=40%",RBBP7/HDAC1/RCOR1/TBL1XR1/H2AC15/H2BC21/HDAC3/H2BC15/H2BC9/H2BC13/H2AC20/H2AC17/H2BC6/CHD4/H2BC11/H2BC4
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,17,-0.485917514,-2.571675631,0.003246753,0.027396775,0.018373952,320,"tags=76%, list=25%, signal=58%",TERF2/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/POLR2G/POLR2H
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,17,-0.681498829,-3.606772509,0.003246753,0.027396775,0.018373952,426,"tags=100%, list=33%, signal=68%",SRSF6/DDX42/GTF2F2/PDCD7/POLR2K/YBX1/SNRNP25/POLR2G/POLR2H/SNRPG/SF3B4/SF3B6/SNU13/LSM2/SF3B5/SNRPD1
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,19,-0.514306763,-2.875539037,0.003367003,0.027396775,0.018373952,409,"tags=84%, list=32%, signal=59%",CENPO/CENPT/CENPI/H2BC21/NPM1/CENPC/H2BC15/H2BC9/H2BC13/H2AC20/KNL1/H2BC6/H2BC11/CENPK/H2BC4
BHATTACHARYA_EMBRYONIC_STEM_CELL,BHATTACHARYA_EMBRYONIC_STEM_CELL,18,-0.453768631,-2.42601455,0.003389831,0.027396775,0.018373952,440,"tags=83%, list=34%, signal=56%",IMPDH2/MAD2L2/HMGA1/CCNB1/NPM1/KIF4A/RPL7/CCT8/EPRS1/RPS24/RPL24/RSL24D1/AURKB/RPL6
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,18,-0.569022085,-3.042202046,0.003389831,0.027396775,0.018373952,461,"tags=94%, list=36%, signal=62%",RPL22/EIF4B/EEF1G/RPL7/RPS28/RPS5/RPL13A/RPL37A/RSL24D1/RPS16/RPL6/RPL5/FAU/RPS19/RPS20/RPL17
LEE_EARLY_T_LYMPHOCYTE_UP,LEE_EARLY_T_LYMPHOCYTE_UP,18,-0.402728547,-2.153135426,0.003389831,0.027396775,0.018373952,541,"tags=83%, list=42%, signal=49%",CEP55/DSCC1/FANCI/KIF20A/TUBB4B/ASPM/KIF14/UBE2C/LETM1/CCNB1/TYMS/KNL1/MCM4/AURKA
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,18,-0.528801586,-2.827168417,0.003389831,0.027396775,0.018373952,532,"tags=94%, list=41%, signal=57%",H2AX/POLR1H/H2AZ1/ACTB/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/POLR2H/POLR1F
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,18,-0.625994292,-3.346796488,0.003389831,0.027396775,0.018373952,411,"tags=94%, list=32%, signal=65%",H2AZ1/GTF2H4/H2BC21/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/CDK7/POLR2H/RRN3/POLR1F
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,18,-0.407932591,-2.180958168,0.003389831,0.027396775,0.018373952,516,"tags=83%, list=40%, signal=51%",NUP50/NUP35/POM121C/NUP58/SRSF6/NUP62/NDC1/NXF1/CPSF1/THOC3/RBM8A/CPSF4/THOC2/SRSF3
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,18,-0.454376197,-2.429262823,0.003389831,0.027396775,0.018373952,551,"tags=89%, list=42%, signal=52%",NUP50/NUP35/RTCB/POM121C/NUP58/CSTF2/NUP62/XPOT/NDC1/RPP21/CPSF1/POP1/POP5/TRNT1/CPSF4
TIEN_INTESTINE_PROBIOTICS_6HR_UP,TIEN_INTESTINE_PROBIOTICS_6HR_UP,18,-0.615851919,-3.29257162,0.003389831,0.027396775,0.018373952,403,"tags=94%, list=31%, signal=66%",EIF5A/ACTB/EEF1G/PPIA/H3-3A/MYC/RPS17/RPS24/RPL37A/RPS14/RPS7/RPS23/RPL5/RPS19/RPL23/RPS3A
REACTOME_TRNA_AMINOACYLATION,REACTOME_TRNA_AMINOACYLATION,25,-0.467314554,-3.016384381,0.003412969,0.027396775,0.018373952,125,"tags=64%, list=10%, signal=59%",CARS1/HARS1/EPRS1/LARS1/QARS1/NARS1/VARS1/KARS1/AARS1/MARS1/IARS1/DARS1/TARS1/YARS1/SARS1
MOOTHA_HUMAN_MITODB_6_2002,MOOTHA_HUMAN_MITODB_6_2002,94,0.222635414,1.960609281,0.003424658,0.027396775,0.018373952,960,"tags=93%, list=74%, signal=26%",GLS/UROS/PDHA1/REXO2/AK2/ALDH18A1/RAF1/SLC25A1/NDUFV2/TIMM8A/TIMM17A/CPOX/POLG/CYB5B/TOMM70/NDUFA3/NDUFA2/MRPS17/NDUFC1/SLC25A28/NDUFA10/NDUFA4/MTCH2/COQ7/NDUFC2/MRPL2/NDUFB2/HCCS/ACSL3/SDHD/NDUFS8/NDUFA1/COX7C/ATP5PO/UQCRB/NDUFB6/IDH3A/NDUFS5/NDUFB8/MRPL57/POLG2/ATP5MG/ACSL4/FDX1/COX4I1/NDUFA8/DHODH/MRPL15/FARS2/GATB/NDUFA6/ATP5ME/MRPS34/NDUFA9/UQCRC2/NDUFS3/NDUFB7/COX6A1/MRPS2/ATP5PB/POLRMT/NDUFB3/NDUFS2/NDUFS7/COX5A/COX11/COX6C/MRPL13/FPGS/CYC1/FECH/ATP5F1D/SSBP1/COX7B/NDUFS1/TOMM20/TIMM13/TIMM9/ATP5F1C/COX17/MRPS16/ATP5F1B/TIMM23/ATP5MF/ATP5F1E/SDHC/MRPS11
KEGG_OOCYTE_MEIOSIS,KEGG_OOCYTE_MEIOSIS,23,-0.399887464,-2.445107475,0.003436426,0.027396775,0.018373952,383,"tags=74%, list=30%, signal=53%",CDC26/ANAPC13/CCNB1/PPP1CA/CDK2/ANAPC2/PPP1CB/SGO1/PKMYT1/FBXO5/AURKA/SKP1/MAD2L1/ANAPC1/ESPL1/CDC27
REACTOME_GENE_SILENCING_BY_RNA,REACTOME_GENE_SILENCING_BY_RNA,23,-0.456426651,-2.790815705,0.003436426,0.027396775,0.018373952,521,"tags=87%, list=40%, signal=53%",NUP50/NUP35/POM121C/NUP58/H2AZ1/NUP62/H2BC21/NDC1/H2BC15/H2BC9/H2BC13/H2AC20/POLR2K/H2BC6/H2BC11/H3-3A/H2BC4/POLR2G/POLR2H
REACTOME_HCMV_LATE_EVENTS,REACTOME_HCMV_LATE_EVENTS,23,-0.387049966,-2.366612731,0.003436426,0.027396775,0.018373952,483,"tags=78%, list=37%, signal=50%",NUP35/POM121C/NUP58/H2AC15/NUP62/H2BC21/NDC1/UBAP1/H2BC15/H2BC9/H2BC13/H2AC20/H2AC17/H2BC6/H2BC11/VPS28/H2BC4
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,23,-0.398851081,-2.438770518,0.003436426,0.027396775,0.018373952,458,"tags=78%, list=35%, signal=52%",RMI1/BRIP1/CLSPN/H2BC21/CDK2/H2BC15/H2BC9/H2BC13/UBE2N/TIPIN/RAD17/RAD9A/H2BC6/H2BC11/H2BC4/RPS27A/RPA3
