ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN,JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN,15,0.402467793,1.722100717,0.032305433,0.098703952,0.066196904,467,"tags=73%, list=36%, signal=47%",TP63/MTX2/DPY30/SLC2A1/POLE4/DYRK1A/SPTSSA/COP1/WASHC3/MEMO1/ZFP36L1
GARY_CD5_TARGETS_UP,GARY_CD5_TARGETS_UP,57,0.229910517,1.699571137,0.032608696,0.099434011,0.066686526,641,"tags=65%, list=49%, signal=34%",CDKN1A/TP53/LDLR/GNA13/CTNNA1/TAOK1/IRF2BP2/NF1/BRAF/ASNS/TLN1/FDFT1/CAB39/JUNB/SLC7A1/SLC25A1/PI4KB/FASN/GSK3B/PKN2/ANKRD11/SQLE/HSF1/STN1/SLC38A2/GRK2/WAC/MRPL2/ZFP36L1/ZFP36L2/ACLY/ARID1A/GPI/AHCYL1/ATF4/YWHAE/CCL4
BERENJENO_TRANSFORMED_BY_RHOA_UP,BERENJENO_TRANSFORMED_BY_RHOA_UP,95,-0.141793512,-1.678965039,0.033333333,0.10144357,0.068034259,415,"tags=53%, list=32%, signal=39%",VRK1/ASPM/H2AZ1/COX17/CSTF2/TIMM23/SUZ12/GET3/RBMXL1/NUP62/CCNB1/CYCS/TPI1/TYMS/CKS1B/NMT1/MDM2/TIPIN/KIF4A/TBL3/RRS1/TARDBP/MCM4/BOP1/HAUS6/AURKA/PSMC2/HARS1/HSPD1/CDCA8/MYC/MAD2L1/MAK16/VARS1/LSM8/UTP4/LSM3/KIF23/RRN3/AURKB/BANF1/RPL32/SF3A3/LSM2/SF3B5/PHF5A/SNRPA1/PSMB3/SNRPD1
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,16,0.384035627,1.688867436,0.033430233,0.101538585,0.068097982,437,"tags=69%, list=34%, signal=46%",ITGA3/ITGB1/SLC16A1/SHC1/SOS1/ITGAV/NRAS/PIK3R1/PIK3CB/SLC7A5/PIK3CA
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,18,0.36631102,1.698801863,0.033946252,0.102903736,0.069013536,319,"tags=56%, list=25%, signal=42%",GAB1/ATP6V0E1/SHC1/SOS1/FGFR1/MAPK1/NRAS/PIK3R1/PIK3CB/IRS2
KIM_MYC_AMPLIFICATION_TARGETS_UP,KIM_MYC_AMPLIFICATION_TARGETS_UP,34,-0.226970373,-1.672458099,0.034334764,0.103877779,0.069666789,773,"tags=85%, list=60%, signal=35%",IDH3A/GPI/TRMT10C/MRPS34/MRPS2/MRPL36/MRPL13/SLC39A10/SSBP1/COX7B/NDUFS1/SSB/VRK1/PAICS/ATP5F1B/PPAT/CYCS/TIPIN/EIF2S2/HSPD1/MYC/NIFK/MAK16/KARS1/UTP4/RSL24D1/RPS23/RPL5
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,13,-0.374280713,-1.708520716,0.034883721,0.105332485,0.070642404,595,"tags=85%, list=46%, signal=46%",NSMCE2/STAG2/NUP50/NUP35/POM121C/NUP58/NUP62/NDC1/NSMCE3/RAD21
KEGG_SMALL_CELL_LUNG_CANCER,KEGG_SMALL_CELL_LUNG_CANCER,24,0.307506257,1.593877667,0.035014006,0.105519791,0.070768022,627,"tags=75%, list=48%, signal=40%",ITGA3/TP53/PTEN/ITGB1/CCNE1/IKBKG/ITGAV/PTK2/E2F1/PIK3R1/PIK3CB/PIK3CA/TRAF2/CDK6/E2F3/BIRC2/CCND1/RELA
KOBAYASHI_EGFR_SIGNALING_24HR_DN,KOBAYASHI_EGFR_SIGNALING_24HR_DN,55,-0.170520232,-1.563593386,0.035087719,0.105536214,0.070779036,626,"tags=69%, list=48%, signal=37%",SRM/UBE2S/TFDP1/ZWINT/KIF18B/CEP55/DSCC1/FANCI/TUBB4B/RMI1/VRK1/ASPM/H2AZ1/KIF14/UBE2C/PAICS/DBF4/CCNB1/CDK2/TYMS/CKS1B/NCAPG2/NCAPD3/DPAGT1/TIPIN/KIF4A/PKMYT1/MCM4/AURKA/DUT/CDCA8/MAD2L1/KIF23/ESPL1/AURKB/SNRPA1/SNRPD1
PID_AVB3_INTEGRIN_PATHWAY,PID_AVB3_INTEGRIN_PATHWAY,14,0.400537007,1.652901688,0.035168196,0.105572875,0.070803623,437,"tags=71%, list=34%, signal=48%",BCAR1/PXN/TLN1/MAPK1/ITGAV/PI4KB/PTK2/PIK3R1/VCL/PIK3CA
BURTON_ADIPOGENESIS_6,BURTON_ADIPOGENESIS_6,25,0.303925276,1.596455565,0.035260931,0.105646122,0.070852748,864,"tags=96%, list=67%, signal=33%",SLC25A1/FASN/MAP4K4/HSD17B12/CYB5B/NDUFC1/NDUFB2/UQCR10/AQP7/ATP5PO/UQCRB/NDUFB6/NDUFB8/GCSH/NDUFA9/UQCRC2/NDUFS3/NDUFB7/NDUFB3/NDUFB9/ATP5F1D/COX7B/NDUFS1/ISCA1
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP,BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP,89,0.186540133,1.620275606,0.035388128,0.105822139,0.070970795,817,"tags=76%, list=63%, signal=30%",ARHGEF7/CDKN1A/ATP2B1/TSC1/GNA13/UGCG/CDK8/SPTLC2/MTF1/TCF7L2/PAX8/PPP2R2A/CSNK2A1/SOS1/ZEB2/FGFR1/NFE2L2/WRN/HSPA13/CREBBP/TIPARP/AHR/NRAS/SLC33A1/GSK3B/IRS2/KLF5/VPS4B/RMND5A/HSP90AB1/CHKA/JMJD6/RRAGC/CNOT4/CBLL1/SLC38A2/BRD2/PIK3CA/WAC/WASHC2C/ARID4B/TXNRD1/STXBP3/RB1CC1/DNAJA1/KDM2A/NAMPT/RAB6A/LAMTOR3/PDE4DIP/WDR48/ATF4/SLC4A7/UBE2H/SETD5/UFM1/PUM1/SETD2/ZFX/RAB7A/GFPT1/EP300/CUL3/BRAP/SNAP23/STAG2/IGF1R/NUP50
PID_REG_GR_PATHWAY,PID_REG_GR_PATHWAY,14,0.397778819,1.641519435,0.036697248,0.10952499,0.073454154,627,"tags=86%, list=48%, signal=45%",CDKN1A/TP53/GATA3/MAPK14/MAPK1/CREBBP/GSK3B/SMARCD1/JUN/SMARCA4/HDAC1/RELA
KEGG_PARKINSONS_DISEASE,KEGG_PARKINSONS_DISEASE,49,0.240863606,1.680185271,0.037406484,0.111426636,0.074729513,951,"tags=96%, list=73%, signal=27%",HTRA2/NDUFV2/UBE2J2/UBE2G2/NDUFA3/NDUFA2/NDUFC1/NDUFA10/NDUFA4/NDUFC2/NDUFB2/SDHD/NDUFS8/UQCR10/NDUFA1/COX7C/ATP5PO/UQCRB/NDUFB6/NDUFS5/NDUFB8/COX4I1/NDUFA8/NDUFA6/NDUFA9/UQCRC2/NDUFS3/NDUFB7/COX6A1/ATP5PB/NDUFB3/NDUFS2/NDUFS7/COX5A/NDUFB9/COX6C/NDUFB10/CYC1/ATP5F1D/COX7B/NDUFS1/ATP5F1C/VDAC1/ATP5F1A/ATP5F1B/ATP5F1E/SDHC
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION,KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION,10,0.443891514,1.584008335,0.037735849,0.111996523,0.075111714,620,"tags=90%, list=48%, signal=47%",SIAH1/MORF4L1/CREBBP/MEF2C/CCNC/NDUFB6/DNAJA1/RAB6A/CCND1
BILD_MYC_ONCOGENIC_SIGNATURE,BILD_MYC_ONCOGENIC_SIGNATURE,23,-0.274029196,-1.675548486,0.037800687,0.111996523,0.075111714,747,"tags=87%, list=58%, signal=38%",DHODH/CFLAR/TCOF1/SRM/TWNK/DDX28/TFB2M/CDK4/UBIAD1/PAICS/NPM1/CDK2/BOP1/HSPD1/DDX10/CDCA8/MYC/ANAPC1/UTP4
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,33,-0.221551992,-1.621940506,0.037815126,0.111996523,0.075111714,521,"tags=67%, list=40%, signal=41%",BAP1/RAD51D/PPP4R2/RMI1/BRIP1/CLSPN/H2BC21/CDK2/H2BC15/H2BC9/H2BC13/UBE2N/TIPIN/RAD17/RAD9A/XRCC5/H2BC6/H2BC11/H2BC4/RPS27A/RPA3
CHANDRAN_METASTASIS_DN,CHANDRAN_METASTASIS_DN,11,0.438570629,1.64885808,0.038109756,0.112438326,0.075408015,259,"tags=55%, list=20%, signal=44%",ISL1/ERBB2/SOX2/VPS36/TEN1/BMPR1A
PID_ER_NONGENOMIC_PATHWAY,PID_ER_NONGENOMIC_PATHWAY,11,0.43909436,1.650827108,0.038109756,0.112438326,0.075408015,299,"tags=64%, list=23%, signal=49%",GNA13/BCAR1/SHC1/SOS1/ROCK2/NRAS/PIK3R1
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION,10,-0.433470584,-1.746754874,0.038251366,0.112641166,0.075544051,411,"tags=80%, list=32%, signal=55%",GTF2H4/POLR2K/CHD4/CDK7/POLR2H/RRN3/POLR1F
REACTOME_RHO_GTPASE_EFFECTORS,REACTOME_RHO_GTPASE_EFFECTORS,65,-0.16033557,-1.608720374,0.039215686,0.115261314,0.077301283,409,"tags=52%, list=32%, signal=38%",RHOQ/CENPO/CENPT/CIT/KIF14/DYNLL1/PFN1/ACTB/CENPI/H2BC21/CDC42/CENPC/H2BC15/H2BC9/H2BC13/H2AC20/KNL1/PPP1CB/ACTR2/CENPE/SGO1/PPP1R12A/H2BC6/H2BC11/MIS12/AHCTF1/H3-3A/CDCA8/CENPK/MAD2L1/DYNC1I2/H2BC4/AURKB
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,31,-0.222381771,-1.589686922,0.039840637,0.11687595,0.078384156,485,"tags=65%, list=37%, signal=41%",TUBB4B/CENPO/CENPT/DYNLL1/PFN1/ACTB/CENPI/CDC42/CENPC/KNL1/CENPE/SGO1/MIS12/AHCTF1/CDCA8/CENPK/MAD2L1/DYNC1I2/AURKB
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,14,-0.346491511,-1.654782522,0.040229885,0.117466365,0.078780125,320,"tags=64%, list=25%, signal=49%",H2BC15/H2BC9/H2BC13/UBE2N/XRCC5/H2BC6/H2BC11/H2BC4
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_CARDIAC_MUSCLE_CONTRACTION,11,-0.384615385,-1.607126396,0.040345821,0.117466365,0.078780125,804,"tags=100%, list=62%, signal=38%",COX7C/UQCRB/COX4I1/UQCRC2/COX6A1/ATP1B3/COX5A/COX6C/CYC1/COX7B
LUI_THYROID_CANCER_PAX8_PPARG_DN,LUI_THYROID_CANCER_PAX8_PPARG_DN,11,-0.384624806,-1.607165763,0.040345821,0.117466365,0.078780125,151,"tags=64%, list=12%, signal=57%",SKP1/RPS5/SARS1/RPL21/SRSF3/RPL17
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,11,-0.387099343,-1.617505688,0.040345821,0.117466365,0.078780125,238,"tags=64%, list=18%, signal=52%",POLR2K/ELOB/ELOC/POLR2G/CDK7/POLR2H
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,15,-0.327735834,-1.599727375,0.040498442,0.117604869,0.078873014,378,"tags=67%, list=29%, signal=48%",GET3/CCNB1/TYMS/CKS1B/KIF4A/MCM4/DUT/MAD2L1/KIF23
LEE_BMP2_TARGETS_UP,LEE_BMP2_TARGETS_UP,16,0.372028151,1.636062346,0.040697674,0.117604869,0.078873014,676,"tags=88%, list=52%, signal=42%",IRF2/FLCN/CDH1/KRT18/SNAI2/MYCN/PIK3R1/ITGB5/SMARCA2/JUN/ZFP36L1/ACSL4/RAD51B/USP18
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,16,0.372031043,1.636075066,0.040697674,0.117604869,0.078873014,620,"tags=81%, list=48%, signal=43%",CDKN1A/TGFBR1/TP53/BRAF/TCF7L2/RAF1/MAPK1/CTNNB1/GSK3B/JUN/APC/RAC3/CCND1
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,16,0.376666117,1.656458658,0.040697674,0.117604869,0.078873014,538,"tags=75%, list=41%, signal=44%",GNA13/BRAF/CCNE1/PAX8/MAPK14/RAF1/MAPK1/E2F1/PIK3R1/PIK3CA/JUN/CCND3
BROWNE_HCMV_INFECTION_16HR_UP,BROWNE_HCMV_INFECTION_16HR_UP,25,0.297844411,1.564514063,0.04090268,0.117976759,0.079122427,403,"tags=56%, list=31%, signal=39%",GNA13/ISL1/BRAF/SLC16A1/SLC7A1/SOS1/RAF1/RFK/RMND5A/DOHH/CHD1/IREB2/CCNC/THAP12
RASHI_RESPONSE_TO_IONIZING_RADIATION_5,RASHI_RESPONSE_TO_IONIZING_RADIATION_5,15,0.392026879,1.677425575,0.041116006,0.11837122,0.079386976,331,"tags=60%, list=26%, signal=45%",LARP7/CRK/CSNK2A1/RNF7/BMPR1A/MAP4K4/CPOX/PIK3R1/MAP3K7
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,15,0.386950731,1.655705482,0.042584435,0.122370885,0.082069396,334,"tags=60%, list=26%, signal=45%",CDKN1A/LDLR/TCF7L2/JUNB/BCL6/ITGAV/EGFR/TIPARP/SLC20A1
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,98,-0.132059167,-1.563053275,0.043103448,0.123553418,0.082862474,423,"tags=50%, list=33%, signal=36%",TFRC/H2AZ1/CIT/KIF14/MAD2L2/UBE2C/MRPS16/PAICS/TIMM23/EIF4G2/EIF5A/PPP2R3C/DBF4/CCNB1/PPAT/NPM1/NDC1/CYCS/H2BC9/TYMS/CKS1B/SASS6/AK6/KNL1/SRSF10/ATP6V1C1/ACTR2/TIPIN/COPS8/H2BC6/MCM4/FBXO5/PAM16/HAUS6/NMD3/ELOC/AURKA/EIF2S2/CCT8/GARS1/CARS1/HSPD1/EPRS1/MAD2L1/NIFK/MTREX/TARS1/SNRPD1
REACTOME_SIGNALING_BY_GPCR,REACTOME_SIGNALING_BY_GPCR,17,0.365583885,1.639531387,0.043227666,0.123553418,0.082862474,481,"tags=71%, list=37%, signal=45%",ARHGEF7/GNA13/SOS1/ROCK2/MAPK1/EGFR/NRAS/PRKAR1A/PIK3R1/GRK2/PIK3CA/KPNA2
BASAKI_YBX1_TARGETS_DN,BASAKI_YBX1_TARGETS_DN,21,0.326452396,1.609104813,0.043235704,0.123553418,0.082862474,389,"tags=57%, list=30%, signal=41%",PTEN/CDH1/IRF2BP2/UBXN4/SMCHD1/JUNB/TM9SF3/ATP2C1/RICTOR/PIK3R1/SLC20A1/MIB1
FARMER_BREAST_CANCER_CLUSTER_2,FARMER_BREAST_CANCER_CLUSTER_2,10,-0.423136646,-1.705112242,0.043715847,0.124465377,0.08347409,754,"tags=100%, list=58%, signal=42%",MRPL15/CEP55/KIF20A/ASPM/KIF4A/RRS1/CENPE/MCM4/MAD2L1
LUI_TARGETS_OF_PAX8_PPARG_FUSION,LUI_TARGETS_OF_PAX8_PPARG_FUSION,10,-0.421251807,-1.697516914,0.043715847,0.124465377,0.08347409,373,"tags=80%, list=29%, signal=57%",EIF3G/SKP1/RPS5/SARS1/RPL21/SRSF3/RPL17
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,18,0.352241238,1.633551925,0.043847242,0.124609993,0.083571078,461,"tags=67%, list=36%, signal=44%",GATA3/ASCL1/TCF3/SOX2/MYB/CREBBP/MEF2C/PRKAR1A/CTNNB1/FOXM1/SP1/JUN
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP,FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP,10,0.43996363,1.569991845,0.044025157,0.124886042,0.083756214,242,"tags=60%, list=19%, signal=49%",CDH1/GATA3/CCNE1/PAX8/ARIH2/PTK2
THUM_SYSTOLIC_HEART_FAILURE_UP,THUM_SYSTOLIC_HEART_FAILURE_UP,33,0.277463379,1.666731784,0.044502618,0.126009244,0.084509502,808,"tags=88%, list=62%, signal=34%",ITGB1/CTNNA1/ZEB1/FLI1/MORF4L1/SLC16A1/ARF6/PICALM/SHC1/CAPRIN1/PTK2/RICTOR/HSP90AB1/ACTG1/SP1/ARF1/ZFP36L2/ZNF217/NAMPT/FBXW11/YWHAE/CCL4/TBL1XR1/PTPN11/GFM2/WDR1/VPS35/SNAP23/HSP90B1
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,19,0.338376987,1.589768768,0.045390071,0.128287111,0.086037179,291,"tags=53%, list=22%, signal=41%",IRF2/FERMT1/MED13/SREK1IP1/DUSP4/CAB39/SOCS3/ROCK2/ARHGAP29/RICTOR
PID_SHP2_PATHWAY,PID_SHP2_PATHWAY,11,0.432806865,1.627188526,0.045731707,0.129016824,0.086526569,299,"tags=64%, list=23%, signal=49%",GAB1/SHC1/SOS1/RAF1/EGFR/NRAS/PIK3R1
TOOKER_GEMCITABINE_RESISTANCE_DN,TOOKER_GEMCITABINE_RESISTANCE_DN,29,0.280082089,1.584679508,0.046321526,0.130442767,0.087482893,555,"tags=66%, list=43%, signal=38%",SLC35A1/RIC8A/UGCG/ASNS/SPCS1/CAPRIN1/WWTR1/SOX9/GCN1/ARHGAP29/PIK3CB/CEPT1/SLC20A1/CYB5B/SLC7A5/ACSL3/ZNF217/IDH3A/IPO5
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,10,-0.416605537,-1.678793855,0.046448087,0.130561351,0.087562423,240,"tags=70%, list=18%, signal=57%",MDM2/PSMC2/PSMA4/RPS27A/PSMB3/PSMA6
JOHNSTONE_PARVB_TARGETS_2_DN,JOHNSTONE_PARVB_TARGETS_2_DN,34,0.269636899,1.639736009,0.046814044,0.131351202,0.088092145,581,"tags=68%, list=45%, signal=38%",TGFBR1/SLC35A1/GLS/MAPK14/TM9SF3/AK2/TMEM165/TDP2/PTK2/ATP2C1/DCP2/PPA2/MBNL1/PTAR1/UFL1/FUBP1/CDK6/E2F3/PPIL1/SYNCRIP/IPO5/HDAC1/CDK13
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP,OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP,34,-0.214385762,-1.5797269,0.0472103,0.131998476,0.088526247,632,"tags=74%, list=49%, signal=39%",ATP1B3/ATP5PB/MRPL3/MBTPS1/SNRPB2/ADAR/COX7B/SPCS2/NDUFS1/ATP5F1C/ARF4/H2AZ1/ATP5F1B/THAP11/CYCS/DDX5/CKS1B/POLR2K/YBX1/RAD21/EPRS1/COPS5/IARS1/TARS1
LIAO_METASTASIS,LIAO_METASTASIS,58,0.217295252,1.61163371,0.047215496,0.131998476,0.088526247,296,"tags=40%, list=23%, signal=32%",FERMT1/FLCN/GLS/ASNS/POU2AF1/TCF3/DLG5/G6PD/SLC2A1/SLC25A19/SHC1/CCNE1/ALDH18A1/TMEM165/SOX9/RASA4/CHD7/RBIS/PTK2/ATP2C1/E2F1/MAP4K4/PPP6R3
NUYTTEN_NIPP1_TARGETS_DN,NUYTTEN_NIPP1_TARGETS_DN,89,0.182160177,1.58223159,0.047945205,0.133796548,0.089732144,571,"tags=56%, list=44%, signal=34%",NF2/ARNT/ITGA3/PDCD10/KCTD5/TAPT1/KRT18/RAB18/SREK1IP1/CRK/FOXA1/TCF3/RUNX1/LMNB1/SPTLC2/PAK2/SLC16A1/KDSR/TCF7L2/SLC7A1/ANKRD17/TDP2/ROCK2/SURF4/SLC35B2/MAP4K4/PRKAR1A/KEAP1/UBE2G2/DCP2/KLF5/SLC20A1/RAB10/SMARCA2/VCL/ACTG1/GOLT1B/FOXM1/SLC38A2/GRHL2/ACSL3/FUBP1/YME1L1/CDK6/ARID1A/RB1CC1/DNAJA1/IPO5/VMA21/ELAVL1
WP_THERMOGENESIS,WP_THERMOGENESIS,18,0.343613101,1.593538123,0.048090523,0.133960269,0.089841945,595,"tags=78%, list=46%, signal=43%",TSC1/TSC2/MAPK14/SOS1/FGFR1/NRAS/SMARCD1/SMARCA2/ACTG1/ACSL3/SMARCA4/ARID1A/ACSL4/MLST8
SESTO_RESPONSE_TO_UV_C1,SESTO_RESPONSE_TO_UV_C1,15,0.378701531,1.620408364,0.04845815,0.134741546,0.090365917,146,"tags=40%, list=11%, signal=36%",CDKN1A/KRT18/UBXN4/CAPRIN1/PPP2R2A/CSNK2A1
PID_AVB3_OPN_PATHWAY,PID_AVB3_OPN_PATHWAY,10,0.435110581,1.552673946,0.048742138,0.135103736,0.090608824,627,"tags=90%, list=48%, signal=47%",BCAR1/ROCK2/MAPK1/ITGAV/PIK3R1/PIK3CA/JUN/ILK/RELA
KAMMINGA_EZH2_TARGETS,KAMMINGA_EZH2_TARGETS,12,-0.373250389,-1.625543621,0.048850575,0.135103736,0.090608824,819,"tags=100%, list=63%, signal=37%",IPO5/EED/TFDP1/SETDB1/H2AZ1/DBF4/MCM4/AURKA/MAD2L1/AURKB/RPA3
REACTOME_DUAL_INCISION_IN_TC_NER,REACTOME_DUAL_INCISION_IN_TC_NER,12,-0.380745686,-1.658186409,0.048850575,0.135103736,0.090608824,396,"tags=75%, list=31%, signal=53%",USP7/ZNF830/POLR2K/POLR2G/RPS27A/CDK7/POLR2H/RPA3
ZHU_CMV_ALL_DN,ZHU_CMV_ALL_DN,17,0.35925194,1.61113456,0.048991354,0.135251132,0.090707677,519,"tags=71%, list=40%, signal=43%",RUNX1/TP53BP1/TCF7L2/MAPK14/AHR/MYH9/TFAP4/CDC25B/ACTG1/ZFP36L1/LMNA/TFAP2A
HAN_SATB1_TARGETS_UP,HAN_SATB1_TARGETS_UP,22,0.316234469,1.598204246,0.049655172,0.136839388,0.091772858,414,"tags=59%, list=32%, signal=41%",TSC1/CDH1/SLC16A1/TCF7L2/ALG12/NDUFV2/SLC33A1/CTNNB1/PPME1/CDS2/KLF5/SQLE/SCO2
